,Households,NPISHs,Central government,Local government,Total,Gross fixed capital formation,Valuables,Change in inventories,Total,Non-resident households,"Rest of
UK
exports",Rest of world exports,Total,Total final use, Total use for industry output
Agriculture,908.653369711207,0.4185819979626456,0.06860316369823691,1.211705735174357,910.3522606080422,109.794250392844,0,5.585040622250679,115.3792910150947,57.26193427088888,640.5584353418069,150.5272433600633,848.3476129727591,1874.079164595896,2768.866925617665
Forestry planting,7.949514914208163,0.9993025803065276,0,0.5182035782351051,9.467021072749796,6.405408691638832,0.002061179262687673,-8.195444307987092,-1.787974437085572,9.78190686420828,3.603794204253219,1.980773348216292,15.36647441667779,23.04552105234201,137.1469605476419
Forestry harvesting,12.66366741957767,0.2451983655883266,0.08280769408638854,0.5742608042383152,13.5659342834907,0.8268252218755474,0,17.3508619895892,18.17768721146475,0.2461540974716622,67.30370658277954,16.51684624333508,84.06670692358628,115.8103284185417,263.3347934855339
Fishing,11.02965983372363,0.09794264758043063,0.02421497634717555,0.4546485819978993,11.60646603964914,0.1472366111213488,0,16.22756852679332,16.37480513791467,3.896738723517198,43.82113647306036,118.9270973079228,166.6449725045004,194.6262436820642,298.9749093455779
Aquaculture,20.03861417639164,0.2020751955707106,0.04637388276877216,1.037929551224558,21.32499280595568,0.1828099757340529,0,7.31042338185791,7.493233357591963,4.9762749701595,178.4409389464799,153.8254521901249,337.2426661067643,366.0608922703119,569.6505478670606
Coal & lignite,3.444905849677175,0,0,0,3.444905849677175,1.733360917702262,0,-12.67287347114021,-10.93951255343795,0.4519751203739157,207.2537092728518,1.894901509623728,209.6005859028494,202.1059791990886,224.4801268427902
"Oil & gas extraction, metal ores & other",15.04272348929693,0.01584445861496919,0,0,15.0585679479119,2.230250003104262,0,8.18021613328769,10.41046613639195,1.229653181121233,64.85160307093645,77.75179724689033,143.833053498948,169.3020875832519,418.8960583038102
Mining Support,84.82252772302468,0.0941187725445996,0,0,84.91664649556928,23.9348347410396,0,-1.330141371928319,22.60469336911128,9.60527490351022,2325.17043077116,296.4872236426277,2631.262929317298,2738.784269181979,3034.729954313203
Meat processing,351.2705024181464,0.01865309240068336,0,0,351.2891555105471,0.9308245362045338,0,-1.585595058208408,-0.6547705220038742,11.17075216898045,580.2756737006239,80.37407175082143,671.8204976204257,1022.454882608969,1245.781967372239
Fish & fruit processing,117.1857766405935,0.03132245424773319,0,0,117.2170990948412,1.657044268721036,0,-1.035708102364101,0.6213361663569354,2.772636499149052,501.4446223043788,293.1838973327987,797.4011561363266,915.2395913975247,995.6924494384426
"Dairy products, oils & fats processing",188.7602120943974,0.002334595745868638,0,0,188.7625466901432,0.85237743090215,0,-1.55698055899083,-0.7046031280886801,5.215535501281571,372.8049582461624,10.06260592226053,388.0830996697045,576.1410432317591,635.455650600363
Grain milling & starch,2.548949625299172,0.0007455061277349155,0,0,2.549695131426907,0.09309674209679192,0,-0.06480392006841428,0.02829282202837764,0.1293410145741322,50.19838587047758,13.11224272227699,63.4399696073287,66.01795756078398,70.27501677208147
Bakery & farinaceous,266.2073183529441,0.01217161645688009,0,0,266.219489969401,1.788894328584872,0,-0.2230042843350324,1.56589004424984,7.769826740952666,480.1216515974687,93.8738510283558,581.7653293667772,849.550709380428,929.2639251578565
Other food,85.30214240286665,0.005451678139012922,0.1960291523716676,0,85.50362323337733,1.588656417539629,0,0.1167135518253592,1.705369969364989,2.138984099015802,226.1405584462818,62.67266331477758,290.9522058600751,378.1611990628175,434.9841355915055
Animal feeds,50.56049559954628,0.003577026823500446,0,0,50.56407262636978,0.8512293695786217,0,-38.74470424500883,-37.89347487543021,0.3262403444822288,46.46286916606408,24.30161395048581,71.09072346103211,83.76132121197169,183.7382371764454
Spirits & wines,149.6440998203079,0.03644164318304328,0,0,149.6805414634909,16.32835424829531,0,-17.28604003301155,-0.9576857847162472,13.75459872648465,583.1738019003686,3046.353281474874,3643.281682101727,3792.004537780502,3952.570802914247
Beer & malt,15.30107413838378,0.0008937065683862929,0,0,15.30196784495216,0.6779613653050249,0,-2.850170200654359,-2.172208835349334,1.32443937085862,37.82664591288779,129.152179132935,168.3032644166814,181.4330234262843,195.067891760617
Soft Drinks,73.08317271425675,0.0006910225085175502,0,0,73.08386373676527,0.09953054983462714,0,0.009250716315997658,0.1087812661506248,5.554091273065686,175.8483084954431,6.249199427145665,187.6515991956545,260.8442441985703,285.8527979056332
Tobacco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Textiles,223.0037994252871,0.01225858245716163,0,0,223.0160580077443,23.71611165556692,0.06963896302202709,2.814110814845633,26.59986143343458,6.935092085013489,145.9583987573303,176.0663237217605,328.9598145641043,578.5757340052832,698.315433325018
Wearing apparel,113.3019640530854,0.005223549234920386,0,0,113.3071876023203,1.081987417276053,0.1388624175917532,1.033315016716857,2.254164851584663,11.18242016846787,75.11904776196042,71.89721013480118,158.1986780652295,273.7600305191345,285.7815405411461
Leather goods,13.39549790126265,0.001524203188800206,0,0,13.39702210445145,0.3975388234474286,0.001954644293575233,0.01537959346183329,0.4148730612028372,2.290111818236576,11.53666501893285,48.54831873433619,62.37509557150561,76.1869907371599,78.13943148476054
Wood and wood products,46.99848798732558,0.01108300165131737,0,0,47.0095709889769,6.014366201222022,0.1383296239481581,1.873185710709815,8.025881535879995,4.301213418378796,451.7561051957367,60.90306118086361,516.9603797949791,571.9958323198359,1050.527794971516
Paper & paper products,69.11369670923332,0.007475467334897133,0,0,69.12117217656822,3.144906685007616,0.0171088666244113,-4.308721491731215,-1.146705940099188,3.215862927634979,270.1442174385177,238.2372635238422,511.5973438899949,579.5718101264639,868.004399714052
Printing and recording,35.47332910340982,0.004395618572873435,0,0,35.4777247219827,2.132467443305072,0.3928581850618525,5.006047609103723,7.531373237470647,0.9252284580972776,119.481582916685,26.03058617940142,146.4373975541837,189.4464955136371,369.4373444007003
"Coke, petroleum & petrochemicals",809.4672899199307,0.02404535729686903,4.440523755125588,0,813.9318590323533,18.40200652471011,0.003883454051011066,9.499911348564535,27.90580132732566,10.33275893414708,1684.609141198834,2789.035072824608,4483.976972957588,5325.814633317267,6857.813661159968
"Paints, varnishes and inks etc",2.666056259213206,0.002389332857263456,0,0,2.66844559207047,0.3785718493735495,0,-0.3405936505848183,0.03797819878873121,0.1245949243983675,10.70560240167589,13.89568704629846,24.72588437237271,27.43230816323192,54.99792546192602
Cleaning & toilet preparations,43.49411870609791,0.003572449801182805,0,0,43.4976911558991,1.503313564169575,0.01074887495766122,-2.451328221733967,-0.9372657826067317,2.214682308114359,45.95249406283203,45.9611274429436,94.12830381388999,136.6887291871824,154.8779759367193
Other chemicals,21.33046260737995,0.002933152043322108,0.805677979358216,0,22.13907373878149,2.223275963937529,0.0129817083329447,-0.8834434166809858,1.352814255589488,1.701432610708368,67.61990177804755,134.1377491335031,203.4590835222591,226.95097151663,292.9412026688759
"Inorganic chemicals, dyestuffs & agrochemicals",12.24334099664534,0.006983745956991246,0.1279930257588794,0,12.37831776836121,1.461162600902534,0,2.165556541891367,3.626719142793901,0.2235465361189881,24.25937794365347,120.9507765653858,145.4337010451582,161.4387379563134,266.2282892245225
Pharmaceuticals,198.2201429014349,0.3185493794158534,286.7072809337235,0,485.2459732145743,41.48682121255008,0.0840345267197129,-11.0204678703526,30.55038786891719,3.329175890172998,155.229878572043,166.7683477114605,325.3274021736765,841.123763257168,1104.589970752338
Rubber & Plastic,113.0787590714475,0.05312566550918747,0,0,113.1318847369566,19.50590984502893,0.35571608253376,-2.912998570043545,16.94862735751914,17.05032583548433,354.443053346323,524.1276645071633,895.6210436889706,1025.701555783446,1487.423395680451
Cement lime & plaster,5.129101486308702,0.004440605783881797,0,0,5.133542092092584,0.8300065984684598,0,1.396699988505776,2.226706586974236,0.3545238317930626,46.04089445844047,20.84010150961315,67.23551979984668,74.5957684789135,264.076812062408
"Glass, clay & stone etc",53.80398787726734,0.006044325440850776,0,0,53.81003220270819,4.79316214333423,0.004396743025021009,-4.244960741669879,0.5525981446893723,1.720783114760025,57.21158712128531,68.05728776018798,126.9896579962333,181.3522883436309,385.180797338738
Iron & Steel,8.358870034038713,0.008695417134237368,0,0,8.36756545117295,1.942035736699594,0,0.2387980635151471,2.18083380021474,1.006014298447332,103.2977743457718,88.21557106858391,192.5193597128031,203.0677589641908,329.565921789345
Other metals & casting,2.062229857261351,0.012486752205074,0,0,2.074716609466424,1.831417007573696,0.004061859599781885,0.5242623595640277,2.359741226737505,0.2127988350067594,54.35347377812127,41.68559066590507,96.2518632790331,100.686321115237,153.4693128370594
