,Agriculture,Forestry planting,Forestry harvesting,Fishing,Aquaculture,Coal & lignite,"Oil & gas extraction, metal ores & other",Mining Support,Meat processing,Fish & fruit processing,"Dairy products, oils & fats processing",Grain milling & starch,Bakery & farinaceous,Other food,Animal feeds,Spirits & wines,Beer & malt,Soft Drinks,Tobacco,Textiles,Wearing apparel,Leather goods,Wood and wood products,Paper & paper products,Printing and recording,"Coke, petroleum & petro-chemicals","Paints, varnishes and inks etc.",Cleaning & toilet preparations,Other chemicals,"Inorganic chemicals, dyestuffs & agro-chemicals",Pharma-ceuticals,Rubber & Plastic,Cement lime & plaster,"Glass, clay & stone etc.",Iron & Steel,Other metals & casting,Fabricated metal,"Computers, electronics & opticals",Electrical equipment,Machinery & equipment,Motor Vehicles,Other transport equipment,Furniture,Other manu-facturing,Repair & maintenance,Electricity,Gas etc.,Water and sewerage,"Waste, remediation & management",Construction,Wholesale & Retail - vehicles,Wholesale - excl vehicles,Retail - excl vehicles,Rail transport,Other land transport,Water transport,Air transport,Support services for transport,Post & courier,Accomm-odation,Food & beverage services,Publishing services,Film video & TV etc.; broadcasting,Telecommunications,Computer services,Information services,Financial services,Insurance & pensions,Auxiliary financial services,Real estate - own,Imputed rent,Real estate - fee or contract,Legal activities,Accounting & tax services,Head office & consulting services,Architectural services etc.,Research & development,Advertising & market research,Other professional services,Veterinary services,Rental and leasing services,Employment services,Travel & related services,Security & investigation,Building & landscape services,Business support services,Public admin & defence,Education,Health,Residential care and social work,Creative services,Cultural services,Gambling,Sports & recreation,Membership organisations,Repairs - personal and household,Other personal services,Households as employers
Agriculture,284.9607236361674,2.266503435367948,0.1410050837975896,0.1607160198440292,0.7633686260032034,0.07798287822320202,0.5853483797435262,1.475994346722578,440.7999915453912,12.42363670817689,139.6121802973897,13.84628365674884,2.593889253680812,6.715048172875504,64.91913840197222,32.90405067396957,3.142220849267828,0.2029493077526684,0,1.636203811759781,0.04469361808990225,23.535873024477,0.5736457891346489,0.3544302001723592,0.1004033260250409,0.4757579640473787,0.02150198268292542,0.02746662397478979,0.4712471462689495,0.04621922510268572,1.034834471502985,0.3947762602523483,0.3407217580792506,0.08702693430033258,0.1070248141731342,0.02462413430981839,1.086260979401297,0.5321558083735769,0.1267599011544673,0.3391841800926643,0.06353212333076523,0.7715303589969413,0.1133606836161808,0.1823540764565901,0.3086051544061407,8.162616866806793,0.2701076918836471,0.2320562172738739,0.9065995334609454,18.14953259354964,0.6224015463573441,12.71701197509613,3.713923307855131,0.7252676283237346,1.161024130229507,0.1177520243538758,0.7571439402125274,1.513996748493824,0.4546317456323425,2.034969194348493,4.057225674730412,0.07586135499594807,0.1808874116845411,0.5847613085255229,0.5075169276986125,0.06861128036459418,2.020351078673881,1.87719864037606,0.4669159536542347,3.679806256320469,1.737173005541177,0.2392590239327678,0.4118392670909782,0.2007738776910127,0.7556397969215377,2.703254376121418,1.625481282744676,0.1306507682261272,0.6919786487029341,0.03435673567950419,0.7262543386533731,0.5575043388867894,0.7834340710776861,0.04282969977416407,3.736045067315294,0.4781557832166102,5.957533947868592,2.344993450497407,5.683278155308785,3.359287610974357,0.1273586893065261,0.1855146716733133,0.2811697795695501,0.8748158807779972,0.2881459367109994,0.03452395151415072,0.1573303488921619,0
Forestry planting,0.2051767077155254,0.06101871361388081,130.6608591793723,0.01030374773119561,0.02813016215027987,0.005906635280915524,0.115291825487504,0.07742638099983055,0.04993140796138219,0.0734312811290884,0.02617991417252915,0.00790781451672941,0.07106524115319987,0.03084323263235924,0.03229668069279046,0.1459154438498385,0.0423620286544334,0.03935843683859948,0,0.02862589504539618,0.01119133449347627,0.02645260615574806,0.1175674337616884,0.07119206801233198,0.01423263751214774,0.01868722427156971,0.004560771642131108,0.0060528515407533,0.08892447576100636,0.00864679261240987,0.008422001187480318,0.06854290921512078,0.06946455153712283,0.01489235120978973,0.02127446172069217,0.004776953062860472,0.1600914662729446,0.08189098604392668,0.02234797163241398,0.0699178509343309,0.01483936063726499,0.1682614065879631,0.01089032712077045,0.02804772733746016,0.03958793647489275,0.3411021381800532,0.06568635543269127,0.05230633442065095,0.08578807133817071,5.174831675085471,0.09924341977627618,1.244143222693872,0.2804498788526376,0.02933066287319525,0.1941275433381794,0.004964131352890491,0.09283508058595571,0.1673591601862358,0.1143600900687455,0.09390993707283384,0.1056708409705225,0.01224426974084618,0.0771160424727256,0.03977044864868523,0.05433821073283741,0.007295846207429597,0.3935455681493475,0.4499636429818608,0.1074259357143499,0.5241810084220242,0.4756818920823439,0.03831696213644677,0.03490692754396261,0.03335552089418892,0.1430552477233399,0.389351491493417,0.03303153407269763,0.01876699836741829,0.03948569751410844,0.002592585924233134,0.06448068255580465,0.1494827139443984,0.2118648562352166,0.01040750849509016,0.0858741387588603,0.06551097803873784,1.08922884360952,0.3289035445797603,0.5110285118180931,0.2220175424738093,0.02306337739374952,0.04259461172851248,0.04744651938491018,0.2148047461222529,0.2021641495691149,0.003677544963334095,0.009800944035582177,0
Forestry harvesting,0.2952088515339306,0.04319796631000367,0.02922192659903852,0.04048437091796313,0.0629529216657224,0.01601286912167189,0.08773153495246584,0.3436275926530058,0.2016036660151543,0.2512195970846285,0.08267298659573408,0.0513824389104302,0.6207225493325955,0.2967268724173717,0.07587964793924906,2.35146556574985,0.05968076290017679,0.09191247088413466,0,0.0552127816053871,0.01646115742950086,0.0256069292908789,110.2294879155185,13.9191734095892,1.017324107624934,0.01901523177400075,0.005293085643114889,0.2387252371553874,0.07081958342023748,0.01209979396113926,0.04562023528554129,0.2265822193537222,0.1565118231355387,0.03875168397691946,0.009455662562914713,0.003535237891326601,0.2039978124095608,0.3395135157658882,0.0391830585792049,0.09175672404954821,0.01954390016253001,0.3425944825240035,0.354146953534801,0.1367839813789379,0.06524040013347017,42.90546893866237,0.01972265566529709,0.02462832918144404,0.1389889928622143,3.5924046314776,0.1346715977283915,1.329609992274462,0.495414949037546,0.1981664879453028,0.1576002804195266,0.03442286877056092,0.1157101010390052,0.4481814619056358,0.07794486250859507,0.1690125149431955,0.269070439788429,0.3213119714533186,0.01464120075714133,0.05279480547992846,0.09134437697113304,0.01000018701561306,0.3880823529833476,0.1916867325006553,0.2356127557547941,0.8871121150096692,0.2229237144462475,0.05381911947663041,0.1038229612898903,0.08303377843073992,0.2117835566334096,0.2399790356371609,0.03436818624672338,0.03589246297756283,0.1452201114024251,0.01202917140593011,0.1870446231735299,0.094398258358058,0.03557532291435026,0.02009396696583783,0.3401231834295245,0.07291922739830467,2.116564613876916,0.7587251449932745,1.587768483904997,0.3727901542748705,0.05836676263820026,0.06942002738214695,0.06347370472844496,0.1857354007948062,0.04440429516316861,0.01731303955695824,0.2198579376968348,0
Fishing,0.02532802937344468,0.0009163217300945723,0.004243954915228599,0.007119669431904842,0.02270420913110574,0.001529527237654652,0.4799364401813693,0.03838987666844465,0.01328881758454274,160.9368569046873,0.004893875510128981,0.0008224592133683075,0.008107240179737381,0.004991144214989941,0.005773643423931822,0.02588602536624636,0.002073569429471568,0.003483204285367006,0,0.004173046278870224,0.002423633161488348,0.002185912689294827,0.01438301487998585,0.009737580546185953,0.002923399016738105,0.0125028812930124,0.0009398761692152,0.001416178512054561,0.009100877908784062,0.001947623904261639,0.003257278227227655,0.00747535023542981,0.1430006148857802,0.2247415237042557,0.008147481705357876,0.003148652545748899,0.02763771074108002,0.02923641356392399,0.006937640059451399,0.02211494322719694,0.003807469754198037,0.03586539586583987,0.002429001211130653,0.01778539537568432,0.01144625376260081,0.01790155890637204,0.00237096736375394,0.003294116194422754,0.03608324312979182,0.9799389487848987,0.00699227677802029,0.07581713742754329,0.05392231915300728,0.01950970693090169,0.02331991927431652,0.05380465582776381,0.02183920742622444,0.2279979584949674,0.004986304239215696,1.376640724120324,3.940470717853441,0.00206085545835395,0.0215233786409239,0.009787259341981078,0.008297303793722063,0.0008193595372535239,0.03251549735301545,0.03690820971865341,0.009739172487219902,0.2229741958366036,0.005888344830482289,0.00328688952284098,0.006299187908449874,0.003008989030108817,0.01030194834726373,0.02531398107419482,0.01125818791503145,0.002226004968248906,0.003463762081382789,0.001295271159458748,0.01171123257094913,0.004103969036582477,0.06171304753429018,0.0007556779252210534,0.01322846950881202,0.006498185689255807,0.1383996371578552,0.06520037894358151,0.1101093312240147,0.02895248492133154,0.005398493262171731,0.01330374556734358,0.01311480858578372,0.1019791019414623,0.005736014113574616,0.0008910083700770746,0.004649357420056253,0
Aquaculture,0.05793731272432216,0.003610637609624852,0.01038898566694051,0.02499444694245638,91.61693641915595,0.007055901556191832,0.01957816031028087,0.1605922329416011,0.02299087737620318,191.0359205714612,0.008833654137720562,0.00158400311726528,0.01560465987159168,0.009531170751406255,0.01049048142887678,0.05244548729415842,0.004348229257474402,0.00799209747940504,0,0.00762906027887834,0.003946388989117602,0.004259095319433188,0.02808419156465657,0.01757191651752685,0.006650561384826994,0.02436553609707762,0.0009687103400653788,0.002568256601800344,0.01946021065095177,0.002819608862568572,0.005605374353658338,0.01669208029600108,0.007775682558431128,0.006289282498361025,0.01739200414161461,0.003121577791933839,0.06651310739663573,0.05575067419956822,0.01292816922184067,0.03897579950139288,0.006530742473694502,0.06663893130091963,0.004780932056635934,0.01399400694960375,0.03020215472232282,0.04852368848407992,0.006490638842810196,0.009310319433088795,0.07226791692067931,0.3547695385594035,0.01980080921904024,0.2030266602395926,0.1462724567860375,0.09076617919936245,0.07021675753044844,0.1404933717696054,0.07740803721792776,0.5912495160189153,0.01852541716078135,3.451253371110938,9.863155541043348,0.004287471573650699,0.05625272886449072,0.02815008047034758,0.02298140346486282,0.002665746863392115,0.0840619571205541,0.09793639709420139,0.02485039852524016,0.5466911692942866,0.02553645450906856,0.01042569451226193,0.01723961710580168,0.008205581384320405,0.02776073879011444,0.07925738554043162,1.118868783568385,0.006945097012533741,0.01111471925261344,0.002793426971665156,0.04889682540704236,0.01233196059323665,0.1565713287725271,0.00216993344175134,0.02942185322533521,0.01734921807546688,0.3262931800426087,0.18496848442519,0.2661928451322758,0.07523123253033355,0.01620566676150948,0.03516421667679755,0.03589166935427733,0.2683973928433312,0.01544023319297311,0.00232478440083072,0.01087369944962775,0
Coal & lignite,0.04681627791581061,0.00524707849852144,0.008136288234383436,0.02140834496596489,0.0345437694404394,0.009581399945537498,0.3838213850498889,0.19645956013053,0.004016086284377145,0.003483729483207792,0.002194445863358524,0.0002082567003680025,0.004770970611212197,0.002961361641899019,0.002600765793479749,0.01009826001349625,0.001012782352159205,0.004853891135298002,0,0.001543206172622581,0.0001660893442259752,0.0008974790910001289,0.01102351628488407,0.003584491723571598,0.003123767179361441,1.962951316332023,0.0003467142207893061,0.0006539566096566643,0.008725090133076615,0.001376758614195126,0.0003968784307487419,0.008238834416176306,0.5950702993960811,0.06336482083297877,12.03221988391467,0.0004552058482676586,0.04209340909791564,0.01192901739495939,0.002456263911397578,0.007366190190510341,0.0008905045200326265,0.02125960372590091,0.001251093689935985,0.007137849888826103,0.0186315196528434,0.04685535021935415,0.006180956789251496,0.00821472848154297,0.03839584043927808,0.6229775577672784,0.01262931532158619,0.0950913740396748,0.06378250488932992,0.1178086034170206,0.04219651119433502,0.0150227365091252,0.06800842317805163,0.07413052779201741,0.01848967978680425,0.01554974826939875,0.02826124026082012,0.001158437892967309,0.0037647044461374,0.01734166662282454,0.01197961635379222,0.002101469325458793,0.01805289340431358,0.02550210485731962,0.007750088693964631,3.207132265770201,0.05910572739796233,0.007825423179260188,0.005949634307565127,0.00260301574469735,0.01047088127937711,0.0651026421059521,0.007309034224756428,0.004407333809746264,0.008187251829460592,0.0009998944641912207,0.05888160185756008,0.01385520508455737,0.003054197575661469,0.0014622312355563,0.02471800152340404,0.004360552351722274,0.06646702474673082,0.3553749833358623,0.1114614056046103,0.02072690439983053,0.007929507375977484,0.005745987984238824,0.007775399722525226,0.02197193041286345,0.005231612025735298,0.001383490091255462,0.004638617184474681,0
"Oil & gas extraction, metal ores & other",3.578833786824683,0.1081250358808152,0.05364221517199173,0.04838175297265132,0.1055181205454338,0.02491376585664831,71.60179099271417,0.4951035722435442,0.1242423541839532,0.2021895203750675,0.0685232867000495,0.0185855878244809,0.1780831230957433,0.09036786516515377,0.078589476022289,4.434201091893972,0.4093024194420281,0.3519022463380329,0,0.1177861720412451,0.02543753367446279,0.03131430060131534,0.4917830114029539,0.2401792552462637,0.03972714790255063,0.4765241982187456,0.1224945466723296,0.06238961012599068,0.9329152959352874,0.4716747392319135,0.05670586864442318,0.5618468313651683,25.36871954948628,33.4750161426828,0.1061921319401705,0.2386305743634156,0.929153174212023,0.5058241982844663,0.1877776367748105,0.1904547258324333,0.2366517502522241,0.3015121262993353,0.03263404143995081,1.867603461193365,0.102508004586389,0.2133636167213062,0.04646480012790684,0.1671117679201729,1.974096435367586,170.9210975744699,0.248078103006305,4.172944648912607,0.544412110742456,0.242761456833291,0.7639952425542658,0.04888606357508284,0.1322655783753338,0.7211458040625709,0.1556599057623249,0.1216097570361474,0.2453932293796222,0.02078875700558885,0.04295401219562252,0.097529184500277,0.08780957572664903,0.02726683375394282,0.4476963603234525,0.2051249018148339,0.1171544335066675,1.075125354666503,0.9928740704920309,0.0334363455920477,0.04435181062006219,0.04547806255364867,0.1294289516321508,0.3313461574602654,0.1174820915369313,0.02508736839379911,0.1095444764240072,0.006512398756405793,0.2290950456270671,0.0701780050212485,0.03407716927986825,0.01457040118051207,1.17974496511577,0.1896274811303809,2.738529118688924,2.280090698918889,1.485278707605101,0.268351411856406,0.05012780198667927,0.4607017580722469,0.03383384386251693,0.6668450576363445,0.1389868608144296,0.01106707233041476,0.04530284694404896,0
Mining Support,4.376506687176194,1.159635200835175,0.4518365458934693,0.2350174259539698,0.5660683087265885,0.1448512848849988,6.785729549971903,57.63185492366335,1.19430758835899,1.817570919312555,0.6857361599475666,0.2090657438781495,1.91771795587795,0.7365429628624051,0.8078619478637233,2.370160181295844,1.137209159336313,1.079628635843229,0,0.710030037501732,0.2150388107284421,0.2279392499974233,2.703020206617871,1.948090639188701,0.3833211843750344,0.3240937002562001,0.1143960532611245,0.1243365105388839,2.455630137018824,0.2235137204905619,0.1581429228184258,1.858240766073581,1.955340654437256,0.3909751031340786,0.5144986546290417,0.1153494679447617,3.220460241447332,1.660998376001707,0.5412306243303019,1.40990273339372,0.2923589282533238,2.091714764636092,0.2387942044661092,0.6122908568043887,0.7064806074003308,2.243253994139133,0.5540834765004641,0.3141838541624515,2.262834550080322,9.78851640881396,2.188528485738752,28.88192749204012,4.369403065082488,0.5728217652081146,5.459745486317126,0.07746507044578999,0.3991948937070608,3.611569218615874,1.506110855438391,0.6049128127737474,1.375507126124528,0.2057844410552843,0.4121474318979633,0.7970212375399781,0.7765797828019804,0.2992116056741935,5.915946430921,2.377301017173023,0.8261374057966636,1.278099745193307,1.532430195238445,0.2959583028869071,0.4303168201925464,0.4790329905217884,1.546902598807428,7.86103129926432,1.711229981420791,0.2177774189229915,1.529004511657265,0.04415712454171564,1.696308132199235,0.7041800481935405,0.3369497450364884,0.1423876780833847,0.6390044468981648,2.216361052500673,8.531421542978757,5.621385815346688,10.38049322068866,2.806524802601003,0.2412767773136255,0.268715942565889,0.24410257932193,1.222204762845325,0.9318781619117176,0.06602534816085297,0.2045940492093672,0
Meat processing,2.940472406296783,0.003193217207446711,0.004909403622005164,0.07325123956566318,1.556756699066137,0.002501064770768925,0.007377739713238319,0.06510354637758034,62.25504800856575,0.3579686817776167,0.6291203299535024,0.01698970199894454,4.679085211223063,8.156565354175113,1.562254387577142,0.1458104647500205,0.0251094153133181,0.08309554240371607,0,0.007450118357785761,0.009249778107938695,2.969006878460285,0.02604009831329155,0.02029155778457369,0.008190195833016563,0.08308908451013287,0.001154115474879205,0.004106008492941724,0.03144912333390554,0.001925194448504056,0.005643078200062367,0.0288508411361454,0.00611308484363051,0.01939342972111324,0.00635155880148416,0.001545501129750197,0.05931243040817991,0.07872755666196433,0.01023704362774145,0.03060393074617763,0.006224517346391952,0.0455504102265059,0.005358480225796089,0.01535077588807801,0.01919376658870046,0.05993719890398659,0.008779948428646612,0.01182899720480466,0.03741386694807737,0.2652742941545783,0.04218603332203277,10.24978569661925,3.217829958413331,0.08289429426278541,0.03558563076338349,0.00922119450461924,0.07723096825208232,2.087230441727598,0.02534260822129208,11.64697270230783,59.99496012443192,0.01204847659438013,0.03190303589165634,0.09609886241482987,0.04562082759724678,0.004422288180563244,0.318399414694696,0.2710120833616378,0.04979564194142983,0.2449604597631427,0.01359469360969984,0.02112993629776437,0.0402044570431727,0.02986430470456022,0.04490191314711518,0.1205427290301731,0.2388424851366985,0.01241019326618855,0.02330761272256867,0.007182313912002465,0.03505641305608678,0.1817216902985765,0.01305348792103699,0.002980467122040203,0.3323950803610269,0.06189321785685525,2.652224967258408,2.322354904797556,6.32939293918121,5.552173764716501,0.01747723284894245,0.1627559370516199,0.3069550727243992,1.119110454708017,0.1991318701100953,0.003169079478386941,0.04109808295085931,0
Fish & fruit processing,1.291964834264534,0.01229084685565874,0.01687657511056431,0.01891436041925627,0.2021382910755397,0.006033695705479528,0.03916438221869424,0.1615606636151611,0.9768797955461062,73.78330033174122,1.493276824983893,0.7277748616191564,8.32990826208451,10.39782346751301,2.671031932998501,0.4268976499155219,0.3791409768319505,2.794216182662114,0,0.02062090025786079,0.01507558180071709,0.02323580798754907,0.06662537920889376,0.0492458348030053,0.02048909309806639,0.01662145362837258,0.002622468338923137,0.006003653940597056,0.05744443589505014,0.005569050118340503,0.01387875839193531,0.05108794865702934,0.02753131644451761,0.0109612873213019,0.01625778826716033,0.004589334841307464,0.1711277314416702,0.3125503156975135,0.02966856481163796,0.0694814305610657,0.01203611966137337,0.1280622638738746,0.01366039096661375,0.03220478222171546,0.05061085166607655,0.194896433268127,0.02546593497204945,0.02453366903342516,0.1061746141659486,0.6903358479785638,0.1017064798532994,0.7770679379893388,2.649599414878517,0.06777008856455516,0.1072983292828003,0.02139420546908891,0.08302976104743909,0.8767856869623902,0.0726544061397769,13.22830505531103,36.95784001610193,0.01564379407225654,0.05079791298802033,0.2401829919052891,0.1470443220605611,0.007545113181013246,1.136781834512549,0.5140112613375585,0.1017615602779977,1.120473611064787,0.05900021270336003,0.04852509953666945,0.09230746864509455,0.03153141705096981,0.1011721754692376,0.4338829414571341,0.2870128211149935,0.02628394128998668,0.06910799368638432,0.01039424515036902,0.09345627332058264,0.05609600487437095,0.03843767445586937,0.00870889377716521,0.4125786443470364,0.3011667194520173,2.02943602410559,4.600374190218578,4.071684232268266,4.433591176241155,0.01805573652265336,0.06413955696168083,0.09199404529039983,0.37341595822037,0.446225847837988,0.008142967227911318,0.08802948344561504,0
