,Agriculture,Forestry planting,Forestry harvesting,Fishing,Aquaculture,Coal & lignite,"Oil & gas extraction, metal ores & other",Mining Support,Meat processing,Fish & fruit processing,"Dairy products, oils & fats processing",Grain milling & starch,Bakery & farinaceous,Other food,Animal feeds,Spirits & wines,Beer & malt,Soft Drinks,Tobacco,Textiles,Wearing apparel,Leather goods,Wood and wood products,Paper & paper products,Printing and recording,"Coke, petroleum & petro-chemicals","Paints, varnishes and inks etc.",Cleaning & toilet preparations,Other chemicals,"Inorganic chemicals, dyestuffs & agro-chemicals",Pharma-ceuticals,Rubber & Plastic,Cement lime & plaster,"Glass, clay & stone etc.",Iron & Steel,Other metals & casting,Fabricated metal,"Computers, electronics & opticals",Electrical equipment,Machinery & equipment,Motor Vehicles,Other transport equipment,Furniture,Other manu-facturing,Repair & maintenance,Electricity,Gas etc.,Water and sewerage,"Waste, remediation & management",Construction,Wholesale & Retail - vehicles,Wholesale - excl vehicles,Retail - excl vehicles,Rail transport,Other land transport,Water transport,Air transport,Support services for transport,Post & courier,Accomm-odation,Food & beverage services,Publishing services,Film video & TV etc.; broadcasting,Telecommunications,Computer services,Information services,Financial services,Insurance & pensions,Auxiliary financial services,Real estate - own,Imputed rent,Real estate - fee or contract,Legal activities,Accounting & tax services,Head office & consulting services,Architectural services etc.,Research & development,Advertising & market research,Other professional services,Veterinary services,Rental and leasing services,Employment services,Travel & related services,Security & investigation,Building & landscape services,Business support services,Public admin & defence,Education,Health,Residential care and social work,Creative services,Cultural services,Gambling,Sports & recreation,Membership organisations,Repairs - personal and household,Other personal services,Households as employers
Agriculture,450.8480287211207,1.978008582845927,0.1096292573306779,0.06511255680070027,0.7791608159985345,0.09418604734445493,0.7134254585365463,2.920681627002126,472.514929466062,8.088655870620512,114.3457633935233,20.60295242721589,4.195769990538447,6.824110335575241,72.53548257257772,52.78976447178744,7.435216898605811,0.230010471359916,0,0.4680731863304181,0.0535779540170503,14.90259901097527,0.6840214417946519,0.3310993552837052,0.1417636005375928,0.3820683536125417,0.01595210555475837,0.07383240689384897,0.6452760158777081,0.0664290416938651,1.718207314252449,0.3170758292106227,0.461302952643419,0.1442080937626468,0.04910697248105513,0.01405699991253894,1.015928547031923,1.10719494683577,0.1926099741065929,0.4063332478386549,0.08235748339925066,0.7112266151644397,0.1491154376463177,0.2940842575821,0.5225209525220416,4.109285444773435,0.4554790760319419,0.2751693468084053,0.7587217199200827,17.2262086782438,0.6955519679128886,20.58761971124359,5.146748072054736,0.9959554623175844,1.838370471253438,0.1522120394599234,0.8615417279443262,2.323798073172487,0.3647346404056199,2.00239349416482,3.895325408788239,0.07440405685715785,0.2418198182371535,0.7034156872269145,1.482636292803307,0.1278733305042043,4.671730768909368,2.309967760125754,0.8632966432459491,3.825141273280627,1.819334350831747,0.5095933646480112,1.105674598323587,0.5988664506271514,1.135298279216555,5.643519635379281,1.701585603161007,0.2393960369284949,2.049617685541611,0.04309163060302421,0.8575503898824398,1.053489160174365,1.215982725797131,0.08842987074528197,1.446966599041713,1.385455020428594,10.55402182646423,3.763599899114911,9.572499421427175,5.246545366544319,0.06898782932674345,0.2042325229868842,0.3670346847752765,1.109803765531961,0.4127652294893843,0.1508655874661767,0.2719433889202055,0
Forestry planting,0.2224622328041984,0.03676888727850518,98.11633341714932,0.004155682178167068,0.02124763713606347,0.004131174243016982,0.1019005997584764,0.1823855476657558,0.04887690940534541,0.07091183445393964,0.01502368053820495,0.006691683981124367,0.05529070692750204,0.02655124676024335,0.01748834812335578,0.1420923690068528,0.07239474539826007,0.03221655746499209,0,0.01816319751506812,0.007059514828694076,0.007042405093651206,0.09357770874284865,0.04858063856541953,0.01143688324277814,0.01880064270000848,0.00226455735493258,0.01051726136832543,0.08519083665203052,0.009509475131432969,0.009463887795171447,0.03469078261795275,0.06791880016291563,0.01518587000420743,0.007200641012427069,0.001777736239119753,0.0916516999509968,0.09021556903069429,0.02077231567883247,0.05374065334202446,0.01320132101062092,0.1067556826197346,0.0056179899357124,0.03568106831831961,0.05106997223092295,0.223563565940887,0.06197775187904635,0.04586361202315829,0.05328075358007688,3.769568516774184,0.06287188948191322,0.9337087408135625,0.3345002928081949,0.03528824908093398,0.2269151739159961,0.008909554709563205,0.1201330024513446,0.2088030026958458,0.08404083620782685,0.1325432311971273,0.04455403079084003,0.008059337649670565,0.06489373688155264,0.04777248784003944,0.134699777287883,0.009284061287763776,0.5827901484557446,0.3490063396116538,0.1571312403055309,0.4364347296597909,0.3619547067657665,0.04842164189209778,0.06853663418757293,0.07281060691345792,0.1344859110656575,0.434384347853238,0.03047078149967741,0.01855397843479974,0.04625016487491129,0.002158790377128334,0.04791222169879285,0.2026000802686749,0.2026141864376703,0.01179193001847365,0.0628784599862476,0.1152714997584042,1.387098226341727,0.3587356498729126,0.6066493622044122,0.3008245727236653,0.01009090939645979,0.02978392272885576,0.02602194753027458,0.1782497315302116,0.2623579907030557,0.01164385306482343,0.0129069101788472,0
Forestry harvesting,0.1580494569170788,0.02257784552502368,0.01395430882686165,0.01011610464682191,0.07405929161919247,0.0125284398451008,0.07035801738319308,0.3216015580838599,0.1218148559332596,0.2508930367315577,0.02455715655910834,0.04028684952580017,0.4665060803463165,0.2571841745554447,0.01846208582467529,2.171021705608681,0.07598971068220836,0.07491538319398264,0,0.02683999850177535,0.01647418268845286,0.01323106015001886,98.94368075024873,9.632865829843098,0.677005464886883,0.00896956885936043,0.002126597059591848,0.3065232353247199,0.05494571656109731,0.006718217016704311,0.04804654489087948,0.2008041628749591,0.1303395090987952,0.02057231828628527,0.001186951105805643,0.001646818541281971,0.110317785588636,0.2329057822748193,0.02694953768578254,0.09812111231498878,0.01995918247330184,0.1757993764628441,0.1443086194807115,0.09279989517280836,0.05738700349323956,32.30302261599374,0.01445015252848496,0.01965341009058147,0.09097871072547384,2.835931857232441,0.05982817523835769,0.7117200613621784,0.4168185208533788,0.1694927478081785,0.1017195749746845,0.01958744778660941,0.0378841104299474,0.3399281637505339,0.0467591087258765,0.06803377842435164,0.2825619286924512,0.2066857272180574,0.00656988800655572,0.02080945340585209,0.0692714880435156,0.01116636263320104,0.2836152265019642,0.04500728997453392,0.1460072702838863,0.3855094747397565,0.2547959696165661,0.04262773840104842,0.1163404906867565,0.1018282848356114,0.06518703339705482,0.2199355004300709,0.03010788696833042,0.03924841278560749,0.08593134651549668,0.008003619685702923,0.1124336508104414,0.09980490995155662,0.02064466915820058,0.01587415456492884,0.2136452269532562,0.1494974008360808,1.76099143970492,0.6764015152357479,1.537989343071117,0.3606385293912656,0.005044953436090847,0.03924199541376443,0.04403957775951713,0.1131113938453142,0.0190262519167679,0.02055207826591691,0.1191664219131538,0
Fishing,0.03108149239550561,0.001418264382104733,0.003165147162757865,0.00516905336890623,0.05120830195920679,0.003931529637633845,0.4712851414704894,0.1221582852368301,0.01195671380319785,114.2296361487164,0.002768910494257146,0.001367980143915802,0.00790582365783154,0.005402136162552619,0.00425667045270539,0.0412258001390619,0.004704062588058784,0.003237394697499124,0,0.003516517580730239,0.001173361192844516,0.0009227499417551103,0.01300150591142156,0.006952839335106482,0.004308038272282923,0.02235413654878829,0.0006475056865020078,0.002511636050796419,0.01397492201338559,0.002531078688211403,0.003935217192698191,0.00805074945700446,0.1352479471188313,0.1769120480014327,0.005180121964400643,0.0008985538059132966,0.03080918399720984,0.03704046139306372,0.006646468836022266,0.01824908461391139,0.0035413765844037,0.0280083679323709,0.001583141491543778,0.009269925367153334,0.02056305157634393,0.0246447876966833,0.003188856977183064,0.006645743292065081,0.03281139523149896,1.334473695726285,0.009305896361612961,0.0959320354951801,0.07697345672955196,0.05438417615601059,0.03147575480838397,0.06475215107164943,0.02536842551257766,0.6283835308444554,0.006271100751912963,0.4655946924615662,1.585467475802369,0.00152701817384066,0.04253591987688633,0.0102307050255689,0.0217420489116772,0.001820711674398892,0.08203423795550065,0.04184215853914653,0.02378880999020233,0.07926706095470448,0.01382063792800093,0.007925727302016504,0.01832764658894431,0.009452120410819905,0.01389811990160092,0.06755413337097478,0.1151825072719767,0.00548659128259246,0.0088413841374594,0.00136654904343618,0.02490388045930318,0.007891012628606569,0.06397585529193771,0.001610067995814189,0.01729070659773962,0.01965606252412841,0.2519745755880884,0.1103394585170644,0.1879497086229588,0.06147704546348432,0.004780894546733834,0.01910193071333424,0.02106469508267897,0.1342592119884141,0.007352962984420541,0.002845133881379857,0.005373843385932443,0
Aquaculture,0.09970257837151529,0.003264239313940127,0.01030720690093291,0.0141510128144062,97.01048944989282,0.007739866776441342,0.04565450981246993,0.2726224866802369,0.04400713891870215,223.5278744639548,0.009934632529668072,0.004788640432562446,0.02678712458793251,0.01793663656760059,0.01546981430537847,0.1437250700993387,0.01598420556518168,0.01023353622993443,0,0.01257327669293756,0.004446046074490236,0.003142343822652171,0.04365703236628389,0.02499836988557071,0.01247895358450733,0.06800406848302688,0.00111418420611167,0.0084965972193959,0.04712865000039815,0.00470678564917067,0.014660438684378,0.02616962450289306,0.01198646163134956,0.01802120512824865,0.01780150500607825,0.001370311572276147,0.09316132206088032,0.1230282770808053,0.02195279840897644,0.06645196262024489,0.01319516648258139,0.09584136778805816,0.005481431233857514,0.02565385529209145,0.06326267965924176,0.06461226696539292,0.008962965314099921,0.02064785814038356,0.07952250687603507,0.425089437596188,0.02744039799900615,0.2871737031979218,0.2349756092474204,0.1070486778892491,0.08407212420992993,0.210779447310691,0.0690342542045147,2.037839213322508,0.01477423845355661,1.768845549450812,2.069476509107518,0.00550235572241378,0.1417441135884443,0.03129600990306736,0.06727596897050997,0.004013194868207,0.2715717914983539,0.1380814575942312,0.07652216164631159,0.2749247637195659,0.029602636881553,0.02214740051619966,0.05689565315745957,0.0302418303165329,0.04362473799631796,0.1917771036083442,0.9840050155102601,0.01493992993403117,0.02369634562183746,0.004509991809731021,0.05303039969800919,0.02204155968462096,0.212078638453141,0.004109153617544026,0.04424587750406303,0.064352677961367,0.8444087161227993,0.3297520104866603,0.5993648459335151,0.1950268804797315,0.0157087722133683,0.06278635811699843,0.06180929717329289,0.4409773911576758,0.02293621284698975,0.008683313962414113,0.01583080338618716,0
Coal & lignite,0.1409917395080039,0.03057964119136782,0.01779721559303217,0.0044908971402895,0.03478147542964941,0.00832967319868819,0.3698196173475582,0.3012577490308121,0.00511881758303414,0.003568032283670469,0.001033685790891773,0.0002663959377346754,0.004439293691604696,0.003160171678925103,0.001352112161470901,0.008467670771716672,0.001423843773549465,0.002501909276868995,0,0.00165346796730494,0.0004513325652461287,0.0004290875524168128,0.03293261072629502,0.002142228121029082,0.004238563595374335,1.477554638108018,0.0002695733775275232,0.00144221930852788,0.007640182762798558,0.001287358302178263,0.0009258550443878495,0.007002374076902052,1.453589441583523,0.1299343725533153,1.931836108804576,0.0002075433448792444,0.07355384822130774,0.01896770987511784,0.003853417675068725,0.01213306046104247,0.003395523674520114,0.1422652373955106,0.000735153238352086,0.01293267090078189,0.01555956040589217,0.4042428167442734,0.09184957002114993,0.07175550112965644,0.05154737689790828,7.542034584757248,0.02938299949636548,0.3702334614856643,0.2148080102597116,0.1036785456266869,0.03390877635520458,0.007063472797742113,0.02334140760539019,0.1087606191044664,0.01265019689065386,0.01326996674710237,0.0272985414850369,0.0005156300186941894,0.004360021014534049,0.01776278377492498,0.02296822108044978,0.005020461032732434,0.1400688239288826,0.107290192297984,0.01659094308771581,1.827352166543371,0.722404903438652,0.05515908574229406,0.01449970554306078,0.005179682690115008,0.08525956952697614,0.2507939123415073,0.007196935592762981,0.006188944367450928,0.01468037469918357,0.001013434658131934,0.04605241831946755,0.2929402192881403,0.003705219964404137,0.002100791739420236,0.07328809905409675,0.01226535476723859,1.048120132212715,0.4531240434165018,0.2574335294159286,0.06770127835181831,0.006883576234473026,0.01362195786915397,0.01399008044641101,0.04053138389113271,0.004978081534839415,0.002639800900562738,0.005568453022165295,0
"Oil & gas extraction, metal ores & other",4.202199291087156,0.08080108241979185,0.03898894886902497,0.02214036293984119,0.1310452848093326,0.03374503338681277,52.84827872260993,0.8969786068434964,0.1677455850526021,0.2535884015429405,0.05525678216709512,0.02279634261430777,0.1961271621567987,0.1269622563868762,0.05683885238959633,5.052015341225429,0.7759449897755833,0.3659483506370148,0,0.08036768613307574,0.02359351313917304,0.01531510403563394,0.6470841078435889,0.2041904378608188,0.04751119995769942,0.45422129985245,0.06665650237316294,0.1226890352709697,0.731830084741994,0.5183190217699832,0.06987709128213239,0.513453182426277,19.20048585575191,19.76076815670068,0.03672687800404832,0.06192227056251155,0.7253552948448991,0.8283295934786216,0.1741771381176075,0.1896423064062004,0.275260648527076,0.22819427360027,0.02690842093962736,0.1910876067927082,0.147868023244164,0.2859364703118551,0.08431690438670675,0.168249895418269,0.8771955876657125,166.1602059716589,0.2328348673359652,4.310725115789807,0.9606180283594514,0.3522384438497791,0.9768950283053273,0.0597386235769771,0.07832251187768809,1.174749292335983,0.1346039806194793,0.105055892862404,0.1897289597134957,0.01643754143999367,0.04600888525709097,0.1328431727185733,0.2049148191595069,0.03211553250938819,0.8487463413245209,0.2033905463332065,0.1456118666791955,0.638032534620301,1.775690764663654,0.07699208744319436,0.1316723321597774,0.09948006370152183,0.1883323987467835,0.7089869643384,0.2147409422229357,0.03015769384781686,0.3063343231789516,0.009659162848470916,0.2925029314052781,0.142669276620744,0.02520428561260572,0.02749574710911002,0.4274774624488756,0.354203177325829,3.338887479170489,2.822034969795436,2.333718817515012,0.4720891521174606,0.01371285565910634,0.267956899907893,0.0659654683283295,0.6771072282929779,0.1274216191745501,0.03047318172842024,0.08127679361840588,0
Mining Support,7.878611330717646,0.986341833932798,0.3763264337292297,0.1314277261354714,0.5495702483020596,0.2054198756295317,6.675627124359176,34.63874531675902,1.959901892345029,2.723301754452187,0.643112058431753,0.2939031795053159,2.42174098478745,1.091507632226266,0.6540376152106155,3.709718758424883,3.24451900748501,1.434339330142534,0,0.6294294368360264,0.2436625304476034,0.1284748548488139,3.590301351640029,2.152184564288953,0.4615477962362087,0.5336151209897054,0.09675011735486333,0.3719740017230372,3.399644813544036,0.3960465382803971,0.4038847175234085,1.393271555310319,3.197878595881732,0.6543338856349882,0.2798740863247151,0.07622396966533666,2.675509426326502,3.005445206336376,0.7476441657329378,1.557229119977561,0.311648302693209,1.25152635155458,0.2262197385717421,1.3903024852548,1.33544457401058,2.260409184284309,0.8075268697614386,0.4832611723262306,2.107211413467815,7.42949939336026,2.169562132949495,36.15558562532187,8.944346926249182,1.264590484817602,10.80746967163419,0.2172088506476827,0.2229023761503061,7.591134707349254,1.510378621836423,0.5981405867111085,0.7964834115068,0.1767068076708328,0.3939951090766634,1.199434209852524,1.712777584027452,0.2984077786149198,9.110588279496618,2.269501169067522,1.271029017940017,1.553019881917785,1.24920194753219,0.6293186740507694,0.9902859062816541,1.006338830508318,1.795128375571011,10.45304091737055,2.562558447410047,0.1678020314050136,4.128059457157202,0.06848280390354837,2.349618195675618,1.152496746969138,0.1994879909936845,0.2717459120595663,0.8188835767857252,3.778473951260022,12.66418512565253,9.186069527808458,18.00202034506247,5.053579644883647,0.114899497933764,0.3240345686413347,0.3078164107127753,1.398625388873141,0.7007793220633376,0.2224110727918273,0.5570435880763195,0
Meat processing,1.046767671496555,0.002501008417129126,0.002506660093800644,0.007077667236676113,0.5821525831044269,0.002503430064815646,0.005300388480448254,0.09349556417175145,63.2901012864838,0.453944475936411,0.279980700730173,0.03142474635691477,4.843053640055157,7.825517593038762,1.10795969799564,0.2414636653102658,0.05936014318790267,0.09979413354830262,0,0.006775110460698998,0.005475816485918399,0.1604974495692047,0.02018545622888917,0.01354568884201932,0.008467554590386785,0.06244882076406949,0.0005238256780153414,0.004001784357706871,0.02097353159279208,0.001596412806941382,0.006329959165273069,0.01566791013920116,0.004215644372394051,0.01967174360377065,0.001853286227704254,0.0003983708464238562,0.04262181254619981,0.1199447007743359,0.008267999160814528,0.0241363785707078,0.004742344260605485,0.02696480307835572,0.003237043600408415,0.01262236983534848,0.01811799262389683,0.04496122930787056,0.008883479857690871,0.007667147595686526,0.01977790340863337,0.2104892583279015,0.03527941559801803,8.542971770900369,4.275158905583091,0.06040093224995001,0.03140328903339188,0.03433367314415798,0.03803798856336155,2.052782281990112,0.01310268350204424,6.553604498760027,33.48813093261075,0.01472036648692788,0.01921982399295242,0.07203075238409286,0.07769448716436633,0.003243536028358359,0.4173825709399684,0.1052361730748551,0.04605792533591592,0.2823419046937826,0.01287187752404652,0.03168935687110343,0.07294647890168529,0.03192542474571858,0.04010454686639576,0.1726198423770943,0.06718113285577826,0.01537550126141282,0.05036037058826985,0.003971374712646249,0.03078330183933294,0.171137858389047,0.01768105914819604,0.003515969710650752,0.1328568045594987,0.1601023721257948,2.798413879879189,2.910984818951786,7.873715193915438,4.710508050650858,0.005472704915810978,0.09368899512588051,0.1389715009975028,0.9098143975561334,0.2370761786076139,0.007923498546516312,0.02679325486036279,0
Fish & fruit processing,1.501569462737314,0.0157507177910052,0.02110474560793392,0.01148991711560689,0.2370570359247203,0.01149202630814445,0.0806025730244397,0.3818271479539418,1.045567688161503,70.82155325086688,1.048519741329032,0.8564685384911713,9.145929739854672,11.11939650284624,1.503144135475702,0.7298628505246384,0.7379588316763215,2.334715375259038,0,0.02922198398252406,0.01541037327224028,0.009120605538300042,0.1155840324324793,0.06408931093591594,0.03525994963778478,0.02929903796341025,0.002726985291734855,0.01711953734057471,0.1154310549718315,0.01170416935433954,0.03124027151257524,0.06244699849611838,0.05595084323358564,0.02206098880726792,0.01091139956459284,0.003019727578784145,0.208781699312502,0.363801023075849,0.04417789998864893,0.1282515562676081,0.02219312809980061,0.1397867031382642,0.01361270622253685,0.05059258265547954,0.09565347703767393,0.1952767232718607,0.04399517876050164,0.03013431915722776,0.09368556067327717,0.8507403824029592,0.1324206949609238,1.164370154628306,2.738652017038443,0.1303497723134442,0.2315443208607459,0.03048417728629919,0.06191824849066134,1.124916270966186,0.05956350261880652,9.67526729547097,19.1438184329335,0.01447687295431687,0.04396994989639898,0.1878487704397974,0.3073469941142587,0.01328795703973506,1.573505085007458,0.2905969740180858,0.1274573477895128,1.074667827562288,0.07145932460489779,0.08333019849432685,0.2189004025292552,0.06541230989615639,0.1173620859832882,0.7882632935398834,0.4753560958768183,0.04567004944153371,0.1167344656613611,0.01214441051631633,0.1412679870154634,0.1119591527907047,0.05951857184134621,0.01854576103461676,0.3731524936331075,0.7719782088668247,2.511214361305609,3.757987069633917,5.754043601788957,4.946839338025246,0.00857715716351962,0.0725483963776836,0.08749255067309347,0.4038978753988703,0.2670307920940005,0.03236561691594016,0.08351253825259612,0
