,Agriculture,Forestry planting,Forestry harvesting,Fishing,Aquaculture,Coal & lignite,"Oil & gas extraction, metal ores & other",Mining Support,Meat processing,Fish & fruit processing,"Dairy products, oils & fats processing",Grain milling & starch,Bakery & farinaceous,Other food,Animal feeds,Spirits & wines,Beer & malt,Soft Drinks,Tobacco,Textiles,Wearing apparel,Leather goods,Wood and wood products,Paper & paper products,Printing and recording,"Coke, petroleum & petro-chemicals","Paints, varnishes and inks etc.",Cleaning & toilet preparations,Other chemicals,"Inorganic chemicals, dyestuffs & agro-chemicals",Pharma-ceuticals,Rubber & Plastic,Cement lime & plaster,"Glass, clay & stone etc.",Iron & Steel,Other metals & casting,Fabricated metal,"Computers, electronics & opticals",Electrical equipment,Machinery & equipment,Motor Vehicles,Other transport equipment,Furniture,Other manu-facturing,Repair & maintenance,Electricity,Gas etc.,Water and sewerage,"Waste, remediation & management",Construction,Wholesale & Retail - vehicles,Wholesale - excl vehicles,Retail - excl vehicles,Rail transport,Other land transport,Water transport,Air transport,Support services for transport,Post & courier,Accomm-odation,Food & beverage services,Publishing services,Film video & TV etc.; broadcasting,Telecommunications,Computer services,Information services,Financial services,Insurance & pensions,Auxiliary financial services,Real estate - own,Imputed rent,Real estate - fee or contract,Legal activities,Accounting & tax services,Head office & consulting services,Architectural services etc.,Research & development,Advertising & market research,Other professional services,Veterinary services,Rental and leasing services,Employment services,Travel & related services,Security & investigation,Building & landscape services,Business support services,Public admin & defence,Education,Health,Residential care and social work,Creative services,Cultural services,Gambling,Sports & recreation,Membership organisations,Repairs - personal and household,Other personal services,Households as employers
Total domestic use,1629.436781169414,56.71191818968163,183.4377680224341,114.134103282898,372.0511074796913,2.061119260867183,268.6887577047327,821.4943284818763,734.3868716265936,799.4689853723133,184.4585492683891,40.4412273652956,244.5664168458471,178.7494155932641,225.2058745167318,1046.640927309862,162.0731800541876,131.6039222112898,0,131.6766873804097,46.37829786210283,53.47069835945219,836.1799583298099,321.8612600290455,92.88518040709663,165.2152670086164,7.986460622633358,67.730616071678,661.5678326866349,61.93527841140389,141.6984383037241,238.0079083185601,174.456724851809,164.1912703325386,48.96139502223727,8.326606985047784,702.9456509385302,980.4709607963034,115.3128548544934,595.8407841658951,129.8860550118258,717.2633021201885,37.31102325116442,227.6059784476437,402.6006809976535,5169.808208245572,2688.813184735819,525.2791872164759,743.1101618425005,9307.18880342356,492.0110954290593,2242.417543095047,2028.656046185031,456.0516902955607,941.7108553213737,164.3266657411356,257.6767709828112,1275.445470219172,254.2595150525037,699.9284936484369,1131.789424631369,79.7212793384759,162.0788303100063,779.2910569371055,575.8666024000564,85.62308356445595,3211.938686863062,2171.745522563703,1411.79701116916,1517.965781968825,897.180151345975,180.8061057946051,248.5306837315129,294.7333210717842,470.6061123349978,2496.870908254703,614.9212996276902,33.45933938045124,310.703940272952,53.72474917134382,378.5138696258913,820.9435757891387,197.8803130941559,59.56752090133332,619.6922057045824,322.7575676311878,4898.930172248391,2034.16043254179,3214.406452670451,1698.32093844553,63.17824517012001,147.9839950071115,411.6028294094582,455.2406084104111,229.6895400226327,85.68442225436493,381.9105282737351,0
Imports from rest of UK,958.739993003005,23.07268241298811,25.06307552308201,77.34880695024178,268.4409885247625,2.08770878294215,140.5596734582395,548.0421737328813,347.0857746987908,350.0704834976967,91.7788089661671,34.18188112257614,327.2513381665969,200.7028626506325,202.6704904160071,1150.232856466093,173.3533054010449,117.5147476637832,0,83.77947389961413,28.09339149014634,23.21890905468706,229.283060591036,182.875251741161,68.31516053745676,831.9169822967852,6.681501687467096,69.04441853427495,591.0154523904348,53.36442066247178,88.71600252023705,219.6143504741163,101.8947202492433,91.03488166180048,39.65122259221568,8.752012205311,386.8173652657499,475.7029349226308,66.92461096421121,322.3924836902528,121.7205703126029,360.270935278166,18.26357799754381,159.3118729550259,264.3949459630276,3049.726737013886,3300.949797413863,234.8034147630235,329.3525352291521,3442.755131762104,417.8319577164255,1481.702173411042,1285.444595531364,275.4184299649897,589.0275499277863,109.9151650910835,300.1218546020532,725.8838289095603,112.119764551416,429.8080490383687,950.8674743100196,91.08865705035961,257.4927375132751,620.2181868673833,757.282977689985,82.29940476257504,1697.856778447674,838.583450080838,673.00393176456,506.7712302089228,344.6507270165761,91.00583475125353,150.1466524257397,180.786074887312,330.8084600980454,1345.31009813824,307.537444033451,38.06390094221039,127.9588048360959,28.59603723672144,290.0433478493797,333.4240878434505,255.4772435626472,31.27534892961291,221.6631421935999,195.1596178218605,2461.351142995514,967.9387380795126,1710.932889465626,474.0345389892402,100.4409257518409,83.01002098635814,311.4483398814117,275.1375729123345,133.0867416561374,64.36949582241218,174.8188880881923,0
Imports from rest of world,420.8650437763438,10.00179763507101,12.65815270434085,33.77239676506968,54.793111421625,1.023476265279823,57.92631183217406,272.1773965845853,198.5191481909785,155.0091326649732,58.63620806483862,11.9545160603982,121.0376762446257,77.66352087950716,56.58156659036925,430.0455875906907,53.6776991189518,73.82054127426045,0,59.26848392214909,17.53774950738812,13.51816234503896,287.2284799559706,160.2650160352815,39.08010050010079,158.420492391682,4.311989629923728,40.35207240160127,372.3863593273408,27.69191437324823,81.8947062638435,143.6944640528049,41.8671389375895,42.96618259433293,34.44154075614093,16.37306004950958,410.487623845905,920.1688755215156,134.3598512122232,556.0377928369004,91.5411683881901,633.7418902473581,14.80033394042527,141.3959095739024,337.1501416766964,380.7062069199737,246.1316515206778,69.23145934892587,272.7643688579005,1503.412170962184,135.7986570812668,615.5180059442562,377.8396069868678,80.41505280783545,252.9642419556303,46.38113499323669,237.1373353533498,332.3164668156341,33.98828029029509,104.6631803279758,355.5236337436071,18.75101103748339,74.93734664135519,245.1219045117219,165.5605638166994,24.97923249239962,708.4584722632969,141.6323959411831,126.3719308764293,92.66437526286347,60.62250265939019,21.98385813935852,40.13405479073374,72.48577569752773,151.0612359692277,685.7825785108707,132.3506597355999,9.597765117401275,47.06752223768675,25.58818921894139,99.78711200042075,56.93449056284726,90.13785275259454,13.99711997821733,98.88532604980334,304.7930722728355,1670.99492166437,411.4348207476893,1544.068187959056,164.1948603238047,45.76374185602283,24.65760586703055,179.5091262166143,101.1022529548306,59.36287323878396,32.22027957694264,65.09877455881137,0
Total intermediate use at basic prices,3009.041817948763,89.78639823774076,221.1589962498569,225.2553069982094,695.2852074260788,5.172304309089156,467.1747429951462,1641.713898799343,1279.991794516363,1304.548601534983,334.8735662993948,86.57762454826994,692.8554312570698,457.1157991234037,484.4579315231081,2626.919371366645,389.1041845741843,322.9392111493334,0,274.7246452021729,92.00943885963729,90.20776975917819,1352.691498876816,665.0015278054881,200.2804414446542,1155.552741697084,18.97995194002418,177.1271070075542,1624.96964440441,142.9916134471239,312.3091470878046,601.3167228454812,318.2185840386418,298.1923345886719,123.0541583705939,33.45167923986836,1500.250640050185,2376.34277124045,316.5973170309278,1474.271060693048,343.1477937126187,1711.276127645713,70.37493518913351,528.313760976572,1004.145768637378,8600.241152179433,6235.894633670359,829.3140613284253,1345.227065929553,14253.35610614785,1045.641710226751,4339.637722450346,3691.940248703263,811.8851730683859,1783.70264720479,320.6229658254558,794.9359609382143,2333.645765944366,400.3675598942148,1234.399723014781,2438.180532684996,189.5609474263189,494.5089144646365,1644.631148316211,1498.710143906741,192.9017208194306,5618.253937574033,3151.961368585724,2211.17287381015,2117.401387440611,1302.453381021941,293.7957986852171,438.8113909479864,548.0051716566239,952.4758084022708,4527.963584903814,1054.809403396741,81.1210054400629,485.7302673467346,107.9089756270066,768.3443294756918,1211.302154195437,543.4954094093977,104.8399898091636,940.2406739479857,822.7102577258838,9031.276236908274,3413.533991368992,6469.407530095133,2336.550337758576,209.3829127779838,255.6516218605001,902.5602955074842,831.4804342775763,422.139154917554,182.2741976537198,621.8281909207387,0
Taxes less subsidies on products,-11.72064528576404,2.791226835259252,4.481898159142727,20.8172396057905,12.47759277091938,0.4831077299108453,26.73591639160339,11.26202223365576,-61.81526833036293,3.060481427015555,-13.50057237839516,-2.166146877270003,5.644953876930409,2.314611454596218,-7.06910430010783,172.7781136093597,7.409226130816048,9.10396633266638,0,9.961743615826926,0.4342529393628592,-2.032764584178236,18.60276065018417,8.77962268671552,1.951204420009219,101.6581528042274,0.6868937929758165,1.976155232445699,63.00027005320776,3.135153568707613,2.76217864919529,63.39233546051896,7.791936224358245,15.71043507632847,-5.933853453735788,0.3046577550123364,16.48586031281716,35.05870286155115,5.54851893845201,15.86107541895122,3.18184885652314,24.13248446554773,1.456147036866544,10.42744447342776,21.01021390262257,158.9214993428217,-20.23962206792525,130.9290369885746,286.9061161480764,428.9996315141506,21.48298748724715,119.4913443166526,60.10808025673423,8.740137853614112,157.9496419816932,12.64768813854428,160.1398116177844,62.78673522663501,58.15281794278536,42.19954972622097,121.5425612280048,0.7387904486809977,1.485518583363567,13.97296565079188,6.168120321259675,1.319005616569321,643.827500725959,374.8720936082766,259.7991106966073,24.9800308531727,17.54661902605791,2.833985070782533,3.473370280014116,5.010680043375871,12.70421044372913,55.21496235639661,-38.25668779674181,0.4478185939370236,3.746259444265359,1.123922866993411,19.6322505123083,28.83317214456252,18.86787439260219,4.11190659983644,12.58763008801437,6.931916380116149,1235.542851293728,377.6493631887976,973.3278256788635,297.5978500994245,31.75200268701627,4.428994243500146,4.817051614516076,124.8048865204232,11.45380592444596,1.532982453280261,92.5891717672605,0
Taxes less subsidies on production,-551.9801269,0.219769233,0.309832359,7.59056365,1.798795268,0.12840949,6.499974187,33.37161632,2.908191287,0.090584297,-1.820510399,-0.186055344,1.163950514,1.59847742,-0.6095493,4.413338993,0.501958877,-1.060386346,0,1.360710979,-0.305187332,-5.055523647,17.1448107,8.924554568,2.930634731,28.81127292,0.34235162,2.703635878,23.28824461,1.854494965,-1,27.54200631,8.431321025,10.02667266,4.011221341,1.45421461,60.534564048,5,3,19,5.643824681,17.356175319,-0.480659995,0.010924588,-15.530264594,306.4419319,154.5580681,69.31049436,30.796853196,166.00000001,103.7617902,331.2799208,341.958289,-161.2685436,-17.10629228,13.98604618,20.20995164,78.11646304,16.06237504,92.95741143,176.0425886,-0.155723071,-36.534533774,34.80226849,57.56934307,-1.681354713,155.5732557,68.54862541,61.87811893,-521.6722297,0,13.67222969,10.08319159,8.63127543,21.75785941,77.72488285,12.97341444,1.838528113,0.400825348,-11.49167208,27.17488164,33.94075397,10.24674494,4.376455981,22.53525674,27.72590673,0,52,11.45708047,44.542919527,5.673306022,5.597131912,15.39725084,25.33231122,16.96703598,5.671434808,34.36152921,0
Compensation of employees,642.1767373,67.42645072,76.98511315,82.68639042,137.6094634,3.800019184,78.31883683,937.881144,216.2380971,295.559448,49.028165831,17.61203068,410.1152624,204.0884359,60.15952097,943.5475577,107.6970867,133.9543947,0,250.7945151,103.5640742,68.64141079,367.6069028,243.4142541,108.9788431,227.8996108,12.70885358,53.62975584,141.2025144,63.55926545,661,310.9428097,83.54183369,139.5153566,45.40602726,21.29493783,879.29903494,1009,319,662,131.7037894,497.296210649,70.76880046,302.0292446,696.2019549,994.2154592,111.7845408,302.9820941,676.79988854,5003.0000006,1753.685598,3124.612157,4712.702246,378.9821196,1227.902008,162.2491944,285.9083137,1508.0090367,613.9493277,1198.4837,2556.5163,180.2872444,298.3628467,1332.986196,2314.469498,264.8942151,3456.486207,915.0365021,2032.477291,793.9043371,0,352.0956629,825.2023768,843.4443318,1405.691609,2893.343413,772.1620622,133.7229215,452.3082607,208.1250249,563.522603,1499.289729,154.0918825,291.5578733,1184.627212,1233.910699,8315,8286.9999997,9839.9372992,4646.062701,135.2732773,279.5602701,121.0288416,1025.1376111,440.4962168,116.2714292,454.232354,148
Gross operating surplus,1845.662598,59.58263323,47.37703879,133.323666,374.7991771,2.473358417,68.70168614,431.8249554,28.54224906,106.4223373,49.416931979,4.029397445,54.0995738,72.01256075,44.05356608,1833.451383,120.2403427,25.7316581,0,73.74754202,61.10292213,13.14953585,327.8085094,122.8704267,37.3210639,305.8324545,4.394482399,3.381595924,321.8332828,23.558184351,1010,171.9979631,34.2084444,69.79359252,34.17317837,27.11499431,196.71182736,217,88,499,117.9350996,13.064900448,17.78831459,276.7603103,396.45137513,1752.670803,277.3291968,622.3859151,521.3937438700001,4443.0000004,410.249525,2121.122941,1664.627534,52.13870845,569.6141274,54.80305965,110.8473072,940.4305325,55.16626474,538.7394692,653.2605308,33.32270473,140.26485304,865.0895596,801.0018515,48.32103109,3204.659623,2958.065423,1493.274954,4209.985402,14955,123.0145983,388.2178096,291.0686138,234.8479303,1872.685134,276.8369182,227.2157571,162.6908533,116.4369835,799.4978999,238.3001564,210.2166044,31.17077485,252.7447671,286.0697974,3261.0000003,2777.0000005,2717.665371,422.334628987,133.055403577,32.74965133,376.2635352,152.93140986,161.2643471,9.958003135,1148.77765,0
Gross value added,1935.8592084,127.228853183,124.671984299,223.60062007,514.207435768,6.401787091,153.520497157,1403.07771572,247.688537447,402.072369597,96.624587411,21.455372781,465.378786714,277.69947407,103.60353775,2781.412279693,228.439388277,158.625666454,0,325.902768099,164.361808998,76.735422993,712.5602229,375.209235368,149.230541731,562.54333822,17.445687599,59.714987642,486.32404181,88.971944766,1670,510.48277911,126.181599115,219.33562178,83.590426971,49.86414675,1136.545426348,1231,410,1180,255.282713681,527.717286416,88.076455055,578.8004794880001,1077.123065436,3053.3281941,543.6718057,994.6785035600001,1228.990485606,9612.000001010001,2267.6969132,5577.0150188,6719.288069,269.85228445,1780.40984312,231.03830023,416.96557254,2526.55603224,685.17796748,1830.18058063,3385.8194194,213.454226059,402.093165966,2232.87802409,3173.04069257,311.533891477,6816.7190857,3941.65055051,3587.63036393,4482.2175094,14955,488.78249089,1223.50337799,1143.14422103,1662.29739871,4843.75342985,1061.97239484,362.777206713,615.399939348,313.07033632,1390.19538454,1771.53063937,374.55523184,327.105104131,1459.90723584,1547.70640313,11576.0000003,11116.0000002,12569.05975067,5112.940249514,274.001986899,317.907053342,512.68962764,1203.40133218,618.7275998800001,131.900867143,1637.37153321,148
Total output at basic prices,4933.180381062999,219.806478256,350.3128787079997,469.673166674,1221.970235964998,12.05719913,647.4311565437496,3056.053636752999,1465.865063633,1709.681452558999,417.9975813319997,105.8668504519999,1163.879171848,737.1298846479999,580.9923649730002,5581.109764669005,624.9527989820003,490.6688439359998,0,610.5891569169999,256.8055007970001,164.910428168,2083.854482427001,1048.990385860204,351.4621875956634,1819.754232721311,37.112533332,238.8182498819999,2174.293956267618,235.0987117818315,1985.071325737,1175.191837416,452.1921193780001,533.2383914450004,200.7107318878581,83.6204837448807,2653.281926711002,3642.401474102001,732.1458359693798,2670.132136111999,601.6123562501419,2263.12589852726,159.907537281,1117.541684938,2102.279047976,11812.49084562225,6759.326817302433,1954.921601877,2861.12366768363,24294.355738672,3334.821610913998,10036.144085567,10471.33639796,1090.477595372,3722.062132306484,564.3089541940001,1372.041345095999,4922.988533411001,1143.698345317,3106.779853371002,5945.542513313001,403.7539639339999,898.0875990140001,3891.482138057003,4677.918956798,505.7546179129999,13078.80052399999,7468.484012704001,6058.602348436757,6624.598927693784,16275.000000048,785.4122746459997,1665.788139218,1696.16007273,2627.477417556,9426.931977110211,2078.525110439999,444.3460307469999,1104.876466139,422.1032348140001,2178.171964528,3011.665965709999,936.9185156419999,436.05700054,2412.735539876,2377.348577236,21842.819088502,14907.18335475779,20011.79510644399,7747.088437372,515.136902364,577.9876694460003,1420.066974762,2159.686652978,1052.320560722,315.70804725,2351.788895897999,148
