,Households,NPISHs,Central government,Local government,Total,Gross fixed capital formation,Valuables,Change in inventories,Total,Non-resident households,"Rest of
UK
exports",Rest of world exports,Total,Total final use, Total use for industry output
Agriculture,610.1288458828341,0.02580285679836325,0,0.4015998107313277,610.5562485503638,63.56904622532079,0,10.79532962287778,74.36437584819856,39.3416891304837,289.8148956524503,64.75220241863518,393.9087872015692,1078.829411600132,1894.030092667177
Forestry planting,6.056331500670871,0.3684808675930681,0,0.5541919173544078,6.979004285618347,5.321522698222936,0.0003497411180406364,3.661730147113851,8.983602586454827,7.375587966840432,2.690980430386338,1.174095110282976,11.24066350750975,27.20327037958292,104.4857886364389
Forestry harvesting,10.50021968559058,0,0,0,10.50021968559058,0.5918349151961999,0,11.6318774592237,12.2237123744199,0.1612713494728961,30.0231236005064,5.610976762026771,35.79537171200607,58.51930377201656,178.591792886577
Fishing,8.147158886908453,0.0001986850952776031,0,0,8.147357572003731,0.1500747318192008,0,0.09691065133822249,0.2469853831574233,2.362322013666656,25.98275588312933,58.34716853091196,86.69224642770794,95.08658938286911,205.696881300932
Aquaculture,8.26542657943063,0.0004396347010091266,0,0,8.265866214131638,0.09787392256638655,0,7.093624158397457,7.191498080963844,2.663002667128651,41.34332871966036,64.40176713403163,108.4080985208206,123.8654628159161,182.9181860643729
Coal & lignite,36.94394602201497,0.001808147603947274,0,0,36.94575416961892,0.8190453831168313,0,27.31953361248517,28.138578995602,0.7297255158278947,122.2868209328748,3.286243250745784,126.3027896994485,191.3871228646694,304.9523491103201
"Oil & gas extraction, metal ores & other",13.88576033857202,0.003272001914844753,0,0,13.88903234048687,1.887983089453711,0,20.2870082045889,22.17499129404261,1.320971389960724,29.10089631639266,11.93366401497799,42.35553172133137,78.41955535586085,461.7778448821737
Mining Support,73.84313114253865,0.0381562869728241,0,0,73.88128742951147,27.63086989550915,0,1.66922018971558,29.30009008522473,9.559255168328086,850.1148975181984,163.5811072987086,1023.255259985235,1126.436637499971,1375.281767716878
Meat processing,372.4088904088011,0.007726815972751688,0,0,372.4166172247739,0.4974444686895932,0,0.9678893012200729,1.465333769909666,11.62305022457539,452.3413839652874,36.2728751117934,500.2373093016562,874.1192602963397,1083.923010064336
Fish & fruit processing,121.6458844955322,0.00356991494871312,0,0,121.6494544104809,1.19448686816287,0,0.3352860531782931,1.529772921341163,3.218839791426219,424.022834635997,183.7995707804417,611.0412452078649,734.220472539687,826.428305740549
