,Households,NPISHs,Central government,Local government,Total,Gross fixed capital formation,Valuables,Change in inventories,Total,Non-resident households,"Rest of
UK
exports",Rest of world exports,Total,Total final use, Total use for industry output
Agriculture,1246.243715481634,1.424802958209288,0.1054015577723493,1.879155883159474,1249.653075880775,185.8151657051539,0,50.86287069882558,236.6780364039795,81.80245857219798,888.196696321826,251.1359685485092,1221.135123442533,2707.466235727288,3840.993106001526
Forestry planting,15.68931057004212,1.70854945447466,0,0.6809658647834231,18.07882588930021,12.55242551189095,-0.01883836961554734,53.62644487832689,66.1600320206023,17.39515505356709,7.717066071467815,4.331382715863723,29.44360384089863,113.6824617508011,253.1046951761134
Forestry harvesting,16.6739102585384,0.4064969562449304,0.10593987747385,0.8452453042272637,18.03159239648444,1.370501714298817,0,142.3307919436565,143.7012936579553,0.5226308839679468,61.22288724454811,13.88097994903749,75.62649807755355,237.3593841319933,403.3813471633788
Fishing,20.48913239061066,0.1827505139744593,0.008265184111458655,0.7835378554616675,21.46368594415825,0.2014422649779752,-0.1318218813569827,-5.800282901462222,-5.73066251784123,5.710767232431587,42.5568802993666,108.2874173851796,156.5550649169778,172.2880883432948,326.9954664720191
Aquaculture,43.24542851508771,0.6973941183150585,0.0281751394531958,2.69057737818665,46.66157515104261,2.614876433234274,-0.3455955332554023,22.9120233741762,25.18130427415507,9.093518631736128,196.6141475238466,518.609609528091,724.3172756836738,796.1601551088714,1145.21547262246
Coal & lignite,11.64268923174067,0.003820013145816162,0,0,11.64650924488648,0.114036408603596,0,-0.2276834257356983,-0.1136470171321023,0.072774480903159,11.57571034983893,0.3798881642943715,12.02837299503646,23.56123522279084,33.71077365968773
"Oil & gas extraction, metal ores & other",17.63948678715859,0.0542560297201022,0,0,17.69374281687869,2.21191464645799,0.3602253301921008,-3.291734890801798,-0.7195949141517068,1.204827253479912,97.48757663417474,102.6592733807086,201.3516772683633,218.3258251710903,548.1999071732849
Mining Support,91.19347518199015,0.2892890237447709,0,0,91.48276420573492,15.84857079570904,0,1.553802706021914,17.40237350173095,11.16349949235465,2223.963393447959,463.4983346993475,2698.625227639661,2807.510365347127,3071.994474371134
Meat processing,310.1404227773849,0.09493693867309891,0,0,310.235359716058,0.6331559084953929,0,0.5827726367095134,1.215928545204906,11.25517985144397,691.5076251818441,85.48172555353257,788.2445305868207,1099.695818848083,1277.158775089921
Fish & fruit processing,269.0772530040396,0.3191553128795215,0,0,269.3964083169191,1.852050898247539,0,0.5694923841697601,2.4215432824173,7.382667849275686,751.1581787094722,449.1933986663609,1207.734245225109,1479.552196824445,1676.174826465937
"Dairy products, oils & fats processing",152.5430432071671,0.006248982170617076,0,0,152.5492921893377,0.3244301050898949,0,2.65024341867842,2.974673523768315,4.833703077224797,132.9698434904982,43.86751681319701,181.6710633809201,337.195029094026,382.0165763575363
Grain milling & starch,12.97128430363209,0.003142759138987754,0,0,12.97442706277108,0.1194878492247201,0,0.7955676407939332,0.9150554900186533,0.4056290233253154,43.19437776450486,7.496131931704991,51.09613871953516,64.98562127232489,93.45716025369188
Bakery & farinaceous,442.9566226429253,0.06167637436276496,0,0,443.0182990172881,1.893093561044711,0,0.5465801650914763,2.439673726136188,12.0682504903306,456.7042337575725,109.3905954586441,578.1630797065473,1023.621052449972,1141.740444811697
Other food,120.2509106558159,0.01845479202335506,0.1065700410107033,0,120.37593548885,1.684044344839206,0,-1.01426574221504,0.6697786026241659,3.358129223167453,317.396776726985,156.7438647528862,477.4987707030386,598.5444847945129,666.5949325112542
Animal feeds,104.6137589285402,0.02082256545788022,0,0,104.6345814939981,1.869163066696755,0,5.377609672498456,7.246772739195211,0.880647607533717,49.09684962592851,72.2749231450165,122.2524203784787,234.1337746116721,454.8941908030799
Spirits & wines,254.7779505792479,0.05729583191120906,0,0,254.8352464111591,14.12262253957832,0,-1.306219177143635,12.81640336243469,22.75522856592341,644.477366149428,3460.581299667488,4127.81389438284,4395.465544156434,4602.207097301876
Beer & malt,63.47451266619698,0.01294453881453096,0,0,63.48745720501151,2.102784983162611,0,-0.2760720711965012,1.82671291196611,5.261941050474303,119.0938298620373,243.4582608121778,367.8140317246894,433.128201841667,484.2882007104567
Soft Drinks,161.9173716906581,0.002538674330854186,0,0,161.9199103649889,0.1757727956992955,0,0.9430207467119615,1.118793542411257,13.56552640576291,142.4654346208671,12.07361488676592,168.1045759133959,331.1432798207961,383.453224906945
Tobacco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Textiles,227.8662766399666,0.06549945481468795,0.04178370588164559,0,227.973559800663,20.78990203461809,-0.3087040882300655,-0.7113787094169867,19.76981923697103,7.180885904653611,187.2092539965885,156.6728495504128,351.0629894516549,598.8063684892888,665.2305269073463
Wearing apparel,74.07754475499759,0.02526241998996386,0,0,74.10280717498755,1.315267720996194,-0.1283585246380654,0.168459033570084,1.355368229928212,7.47267887206038,60.92157335666392,78.97045979605664,147.3647120247809,222.8228874296967,231.774808628447
Leather goods,43.22831747198421,0.004830533538438905,0,0,43.23314800552265,0.4364791065078468,-0.02776790469039566,0.129083370448016,0.5377945722654671,7.455071454868241,22.82104549200332,94.63099177859615,124.9071087254677,168.6780513032558,172.4147409144539
Wood and wood products,89.99075697108353,0.1985820427025342,0,0,90.18933901378607,10.35749391064489,-0.8167862481240723,25.04957263135358,34.59028029387441,7.582700522768016,793.2833519468219,67.79796446784098,868.6640169374309,993.4436362450914,1732.882929038515
Paper & paper products,139.8828598361474,0.02806973244394305,0,0,139.9109295685913,2.3661027933075,-0.06036391874721462,-4.75173467285593,-2.445995798295645,5.441816698140273,143.3786761795479,174.7494970640952,323.5699899417833,461.034923712079,850.3418627375196
Printing and recording,44.56256574828912,0.03578014177783814,0,0,44.59834589006695,2.23865834994974,-1.923444036006111,-16.50412123500765,-16.18890692106402,0.9665640895417362,93.62906120334472,21.21344677715942,115.8090720700459,144.2185110390488,350.6131693470463
"Coke, petroleum & petrochemicals",32.30294079316292,0.08285304768405861,0.6199704128441913,0,33.00576425369117,8.767791990607119,-0.01158300823282731,0.795255325941521,9.551464308315813,1.659915281937759,689.8077060331439,624.584051423688,1316.05167273877,1358.608901300777,1430.640261251505
"Paints, varnishes and inks etc",1.96400136868546,0.02068802177293199,0,0,1.984689390458392,0.9921016911194536,0,0.1172407701756391,1.109342461295093,0.1420090504007417,9.956339163632451,22.48247003582247,32.58081824985567,35.67485010160915,48.57656077103795
Cleaning & toilet preparations,52.24944014644197,0.02162328812631021,0,0,52.27106343456828,1.307334061313177,-0.04729539030848762,-2.585263923467772,-1.325225252463082,2.290938576312201,68.11204728832465,54.7110652916329,125.1140511562698,176.0598893383749,192.9456687672429
