,Households,NPISHs,Central government,Local government,Total,Gross fixed capital formation,Valuables,Change in inventories,Total,Non-resident households,"Rest of
UK
exports",Rest of world exports,Total,Total final use, Total use for industry output
Bakery & farinaceous,292.8033449032213,0.004517760011862696,0,0,292.8078626632332,1.448374884903874,0,-0.02537758960269649,1.422997295301178,7.510815421949049,445.1863798705196,95.9696422336455,548.6668375261141,842.8976974846486,934.9148630320958
Other food,105.3651511730076,0,0.2330802754891028,0,105.5982314484967,1.496696005828756,0,-0.05051795433423009,1.446178051494525,2.412058748538704,224.8649117802249,58.25825726019632,285.5352277889599,392.5796372889512,465.1711139188313
Animal feeds,44.43294211021931,0.000201860607642507,0,0,44.43314397082695,0.9830948349560855,0,0.7600576328732609,1.743152467829346,0.4291351594185527,56.69656147475259,30.19514011983992,87.32083675401107,133.4971331926674,222.731009059648
Spirits & wines,143.0873560787647,0.002235151256295552,0,0,143.089591230021,14.40483290590824,0,-3.695464276768312,10.70936862913992,12.18820741841056,583.6523326491752,2788.13248757424,3383.973027641826,3537.771987500987,3695.995744856262
Beer & malt,25.20189906370129,0.0001628317888471545,0,0,25.20206189549014,0.5592965451810958,0,-0.6282492131425306,-0.06895266796143473,2.038078534126654,43.34332447596913,99.60642263400557,144.9878256441013,170.1209348716301,190.1925651503046
Soft Drinks,67.33504669536242,0.0006600805320258067,0,0,67.33570677589445,0.2009594855721336,0,0.03330144899019975,0.2342609345623333,4.478096478443206,197.2357759678581,5.13593222070528,206.8498046670066,274.4197723774633,299.5837884197646
Tobacco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Textiles,284.8745553022399,0.001682489955770315,0,0,284.8762377921957,22.41133050332431,0.01598225833691254,5.461749513543629,27.88906227520485,7.122230695581246,152.1712737002738,159.0262205492381,318.3197249450931,631.0850250124937,766.0167498182175
Wearing apparel,122.6784528694027,0.003740617160538743,0,0,122.6821934865633,0.7972649512945319,0.03279532720294223,0.8909139962359977,1.720974274733472,10.98206090711442,62.3052736604663,58.01630803701284,131.3036426045936,255.7068103658903,268.7775370239576
Leather goods,22.43838135194632,0,0,0,22.43838135194632,0.2220230319379028,0.000470647808036084,0.1798879628836712,0.4023816426296101,3.462192213395708,9.906029291649075,39.81500588081878,53.18322738586356,76.0239903804395,78.9589887441607
Wood and wood products,52.37962616839243,0.006986948135098731,0,0,52.38661311652753,6.013692116259163,0.03949469254668421,13.31741273829382,19.37059954709967,4.719873781752024,442.8981039607598,83.24963318624111,530.8676109287529,602.6248235923802,1161.763274280708
Paper & paper products,58.84899501109678,0.002477962507031211,0,0,58.8514729736038,3.19492497088036,0.008490271837759186,1.049548006964346,4.252963249682465,2.531997209841379,342.6821269661832,232.7293996751785,577.943523851203,641.0479600744894,882.8211832038531
Printing and recording,33.14248563965671,0.002064354393536638,0,0,33.14454999405025,2.451374709824564,0.09695366602950431,8.146021832992124,10.69435020884619,0.8770715299996982,163.8604557392813,24.5969712931036,189.3344985623846,233.173398765281,397.7289631273369
"Coke, petroleum & petrochemicals",735.4742289931638,0.01220471475687136,4.089487758122696,0,739.5759214660434,17.93659471265596,0.000429318857921772,12.41065002581053,30.34767405732441,9.44336046534163,1933.007054986852,1899.167969411125,3841.618384863319,4611.541980386686,5976.265090331091
"Paints, varnishes and inks etc",2.292728837802473,7.85662992666335e-05,0,0,2.29280740410174,0.3214203596015159,0,0.2973836630062521,0.618804022607768,0.09107914284572202,10.96823368451674,12.32665340078412,23.38596622814658,26.29757765485609,48.77414259029202
Cleaning & toilet preparations,38.86024164545135,5.399978108663785e-05,0,0,38.86029564523243,2.58772152024198,0.002026647503491198,-1.345383928993962,1.244364238751509,1.55969859960268,44.66906541519742,32.29869538493401,78.5274593997341,118.632119283718,133.5498156940669
Other chemicals,57.34134997193504,0.004279846478283403,1.609267763812114,0,58.95489758222543,3.855786019886525,0.005497325666131387,1.169395296037207,5.030678641589864,3.371651384300875,191.5472301718365,156.1895511282836,351.108432684421,415.0940089082363,547.523519879295
"Inorganic chemicals, dyestuffs & agrochemicals",7.828313510960856,0.0003406872038626779,0.08902192366866193,0,7.917676121833381,1.309447388906458,0,-0.818852837937412,0.4905945509690459,0.1704565812272899,19.17087816189041,102.0437566218681,121.3850913649858,129.7933620377882,187.9574504616747
Pharmaceuticals,173.8358375559937,0.00266000680677542,290.0106422097226,0,463.8491397725231,27.60384000675369,0.0136757542798328,0.4215124574678005,28.03902821850132,3.106175710651046,118.9326568387347,160.1614152711055,282.2002478204913,774.0884158115156,1025.092172999866
Rubber & Plastic,115.0447498296676,0.01784644223574208,0,0,115.0625962719033,20.68158512538262,0.1142445611611198,9.125630876032332,29.92146056257607,17.44720578360121,354.8356751908876,382.8885895275349,755.1714705020237,900.155527336503,1400.296914951134
Cement lime & plaster,6.20169760235491,0.004574334764339905,0,0,6.20627193711925,0.9726397232569036,0,-5.661189748635054,-4.68855002537815,0.4159407039688835,67.86947604297538,23.84604861620475,92.131465363149,93.64918727489011,337.5262894878645
"Glass, clay & stone etc",43.59093158396617,0.004224253700784008,0,0,43.59515583766695,4.273637029458691,0.0007253470498229395,3.30504341241179,7.579405788920304,1.400755503500277,63.88508942351746,67.24307542715327,132.528920354171,183.7034819807583,371.6015100707866
Iron & Steel,4.979094790336603,0.001434242929197181,0,0,4.980529033265801,1.289377154187306,0,0.3680718903181558,1.657449044505462,0.5529118197806911,91.68892755458404,89.04887025713037,181.2907096314951,187.9286877092664,217.5224044902646
Other metals & casting,1.898744819958572,0.0008437025028081086,0,0,1.89958852246138,1.200861569955719,0.0006358927891494229,0.4349085645703253,1.636406027315194,0.1823058340649691,47.94088295111241,41.5514361873536,89.67462497253098,93.21061952230755,133.020811881493
Fabricated metal,138.6645632315984,0.01894087834649716,0,0,138.6835041099448,171.4565822495173,0.1436278798640221,38.75776388418384,210.3579740135651,4.279668570382307,530.2474766042023,577.7470704248279,1112.274215599413,1461.315693722923,2538.176540191128
"Computers, electronics & opticals",133.5149024295371,0.01914517934838452,0,0,133.5340476088855,139.1586069847891,1.075434613391437,4.073668198033657,144.3077097962142,5.567142190140596,516.2655060775191,1196.744790017093,1718.577438284753,1996.419195689852,2389.55041065246
Electrical equipment,81.47243373806721,0.005329175781793124,0,0,81.477762913849,45.69041073073927,4.556155401377891,2.126991274013773,52.37355740613094,2.73520134554574,166.5740409767565,300.2994092459467,469.6086515682489,603.4599718882289,764.9254406951063
Machinery & equipment,91.87816485896207,0.02689005103299565,0,0,91.90505490999506,307.7797325641894,0.2186300284944707,3.157997461173261,311.1563600538571,5.422601968115533,422.5867783969085,845.0083301042991,1273.017710469323,1676.079125433175,2149.44488069778
Motor Vehicles,46.82201084907418,0.001597534583559953,0,0,46.82360838365774,11.07539987676492,0.005089763562526632,0.6356662752427339,11.71615591557018,0.4641506516723135,159.9693365536527,83.87926805346022,244.3127552587852,302.8525195580132,319.3253822715438
Other transport equipment,147.9089342970009,0.01819183119790733,0,0,147.9271261281988,251.2010693426373,0.027706022220101,-74.09311173669573,177.1356636281617,1.930205740083417,910.1956696605107,851.4854631712869,1763.611338571881,2088.674128328242,2400.452634545916
Furniture,91.51616647491738,0.00177373761076334,0,0,91.51794021252815,32.15788625318754,0.1690740300287402,0.3859068020707029,32.71286708528699,1.263341585517648,37.03958312911712,17.37431386867776,55.67723858331252,179.9080458811277,198.3537365355394
Other manufacturing,140.8645965501804,0.007281351849603666,0.7352781387611671,0,141.6071560407912,16.6977617727036,1.147103246560253,0.6764493351575257,18.52131435442138,5.181933239640626,132.4163727231989,116.366752007248,253.9650579700875,414.0935283653001,480.7004159746439
Repair & maintenance,31.36736211695711,0.05410341037452857,0,0,31.42146552733164,159.6559442977222,0.1079704112916894,2.853132807603297,162.6170475166172,0.8097126423523208,421.5699910049894,115.0900592875606,537.4697629349023,731.5082759788511,1688.582478843069
Electricity,1418.474082138266,0.009753347537253362,0,0,1418.483835485803,15.83342998561303,0,-0.1553750804709043,15.67805490514213,36.43226440763492,1270.622794516052,13.93780748431764,1320.992866408005,2755.15475679895,6717.208043760883
Gas etc,585.1535890498398,0.00879214760903845,0,0,585.1623811974488,4.563659755296178,0,-0.06243047606899903,4.501229279227179,12.82829652877758,606.1779174362536,7.921653667813589,626.9278676328447,1216.591478109521,2409.261290964575
Water and sewerage,673.9790826044499,0.00670151058852139,0,0,673.9857841150384,14.64961401093274,0,-0.1848987143136911,14.46471529661905,6.344921440582088,13.39781785010524,5.157178411375539,24.89991770206287,713.3504171137204,1276.972514913758
"Waste, remediation & management",26.080954849,0.03713792414109183,0,809.744732930076,835.8628257032171,11.8557458432772,0,-0.01785467779605839,11.83789116548114,6.696599304164198,273.1118362389304,231.7582111699737,511.5666467130684,1359.267363581767,1804.203233765378
Construction,251.2165541270684,0.1677791734987722,0,0,251.3843333005672,7649.820650601444,0,-239.7900945291946,7410.030556072249,33.59434337551317,1381.396791259784,288.2440943175754,1703.235228952872,9364.65011832569,15859.39090643995
Wholesale & Retail - vehicles,1525.509381933038,0.05945601692933261,0,0,1525.568837949967,141.7764530656674,0,0.08641671469437236,141.8628697803618,25.43953970616571,104.368120533433,13.76227951059267,143.5699397501914,1811.001647480521,2573.673087885701
Wholesale - excl vehicles,788.5589965164727,0.2985847093192561,0.05199331353215838,0.2535919533157879,789.1631664926399,360.1979388044719,0,1.721956166988735,361.9198949714606,36.43468893675849,1857.705171928552,1666.73871466625,3560.878575531561,4711.961636995661,7288.526444712232
Retail - excl vehicles,6623.443221667305,2.532222493009845,0,21.24645973443734,6647.221903894752,16.68859430918226,2.006625722054327,0.9727980332694578,19.66801806450605,315.6870961890407,506.8144002341671,431.5566435278745,1254.058139951082,7920.948061910341,9570.23938099805
Rail transport,570.8566367099389,0.002388750486583849,0,0,570.8590254604255,0.2227574134465767,0,0.01589620305767005,0.2386536165042468,28.0432456013875,99.79635531413214,3.007304022255117,130.8469049377748,701.9445840147046,911.5945984791933
Other land transport,603.2650034080406,0.02090729241605515,0,0,603.2859107004566,2.016885238997766,0,0.05222632498225484,2.069111563980021,60.65432548193783,469.6554929700498,152.6498540707587,682.9596725227464,1288.314694787183,2734.707793716938
Water transport,141.8591395368162,0.003996155607332336,0,0,141.8631356924235,0.8405247359226583,0,0.001619820085984523,0.8421445560086428,17.57072625539276,55.76486116549298,255.4582310503043,328.7938184711901,471.4990987196222,569.2646981042426
Air transport,317.6696617172598,0.01664962134317351,0,0,317.686311338603,1.717757527696592,0,0.1421831269024851,1.859940654599077,26.75424309649064,305.1647370739406,41.89314863474424,373.8121288051755,693.3583807983775,969.9777063725132
Support services for transport,119.2809366570428,0.04039248410210722,420.98919926229,0,540.3105284034349,16.433526433024,0,0.1589418448509463,16.59246827787495,10.76586605528536,579.0931336329676,364.4555400852988,954.3145397735517,1511.217536454862,2935.17274640531
Post & courier,61.1957398501783,0.0383101642310325,0,0,61.23405001440933,1.512658211477046,0,0.07929573712801491,1.591953948605061,18.44400799164235,98.96863705972558,89.79861615455738,207.2112612059253,270.0372651689397,1011.19358610526
Accommodation,521.2983654424446,0.03645593996489399,0,0,521.3348213824095,1.584849983337719,0,0.05624744006915212,1.641097423406871,1117.806127027923,5.219036262233447,2.509191570490191,1125.534354860647,1648.510273666463,1808.784478530491
Food & beverage services,3412.244015802248,0.08224463447860446,0,0,3412.326260436727,1.161477887348679,0,0.05981818027761664,1.221296067626295,428.6496408059995,10.9168258266945,4.022764388977687,443.5892310216717,3857.136787526025,4286.308329041253
Publishing services,146.2349095870612,0.007311057681536951,11.52477526981941,0,157.7669959145621,84.65494939011232,0,0.5133905825671647,85.16833997267949,6.381452105373048,119.323157471049,71.12986640341884,196.8344759798409,439.7698118670825,536.4566210700162
Film video & TV etc; broadcasting,159.1493050850202,0.2226462564738114,192.6847232676513,1.919393807115874,353.9760684162612,23.43160918136648,0.1808872275199034,-2.63612886777103,20.97636754111535,20.49245723035448,67.83116588815146,27.78798489423249,116.1116080127384,491.064043970115,572.2280383638386
Telecommunications,1247.152365407337,0.06227162485548946,0,0,1247.214637032192,26.47047808622849,0,1.401670298301583,27.87214838453007,43.52036514116026,294.9853306760882,233.0463948044512,571.5520906216997,1846.638876038422,3363.604479357309
Computer services,91.33147650645685,1.231524591987532,0.4506061085611335,2.664199462463409,95.67780666946892,330.8717016949706,0,25.08549250628235,355.9571942012529,4.345968725310863,533.1253599610402,442.9242513738396,980.3955800601907,1432.030580930912,1994.949125638009
Information services,2.117827608814872,0.2357877280138223,0.08094772354791878,0.5640625129671398,2.998625573343753,3.966545454986842,0,5.549708544666144,9.516253999652985,0.1500140919447625,64.30457261876687,21.33903062141098,85.79361733212261,98.30849690511934,177.1716053330036
Financial services,780.9758843327188,0.3258423960488224,0,0,781.3017267287677,23.20446497442143,0,2.014517159479653,25.21898213390109,2.111949077431746,4166.232747680509,704.0152565155798,4872.359953273521,5678.88066213619,8295.246892285451
Insurance & pensions,1346.907929268177,1.426794037176759,0,0,1348.334723305354,22.61552496125692,0,2.985118916454111,25.60064387771103,0.2514863371286604,1498.325871463071,2063.871385568445,3562.448743368644,4936.384110551709,6075.212002944785
Auxiliary financial services,244.0432017060337,0.02331654217587592,0,0,244.0665182482096,18.48501093289514,0,1.483935699176554,19.96894663207169,0.747591999531533,774.4498904153616,717.9630161585802,1493.160498573473,1757.195963453755,2712.88823230524
Real estate - own,2063.59015172261,7.659003739590854,0,0,2071.249155462201,1.867340040639867,0,-0.04723268212507364,1.820107358514794,0.01418307142035123,410.5212876409703,117.0432526696116,527.5787233820023,2600.647986202718,3799.97343999224
Imputed rent,11321.00000669235,0,0,0,11321.00000669235,0,0,0,0,0,0,0,0,11321.00000669235,11321.00000669235
Real estate - fee or contract,30.39252895502091,0.09656934548017355,0,0,30.48909830050108,245.0974804656614,0,-0.006309432160813343,245.0911710335006,0.09293375351139863,81.86315408370741,12.60277376815858,94.55886160537739,370.1391309393791,433.2133361646971
Legal activities,23.46895182769925,5.298113484490224,0,0,28.76706531218947,146.6277407045391,0,4.098898536238225,150.7266392407774,2.600779047263946,156.2790608233645,57.72814169741108,216.6079815680395,396.1016861210063,1142.272495760968
Accounting & tax services,4.20498232612286,0.03773755782384901,0.01089438885133436,0.07591462839701868,4.329528901195062,3.116688281503547,0,0.2126905422482434,3.329378823751791,0.6320226739188837,124.8683237553964,66.08054212015169,191.580888549467,199.2397962744138,723.016251805001
Head office & consulting services,16.38140976411225,1.802428974141763,0.614437114254674,4.281540326722133,23.07981617923082,21.52962628143302,0,1.117067368433716,22.64669364986674,1.086746832128888,403.9200997774041,223.4239371779929,628.4307837875259,674.1572936166234,1564.973259776372
Architectural services etc,120.9927268105944,0.5722600841973916,0.07215452463870498,0.8735379011002926,122.5106793205308,655.1579577823486,0,-15.3805643620744,639.7773934202742,7.510068958325089,1849.056857084238,1354.750036381073,3211.316962423636,3973.605035164441,5967.061387305786
Research & development,109.9256073407136,8.719792493230802,16.37419308779252,11.94959177669511,146.9691846984321,267.5818351544623,0,1.515700003101817,269.0975351575642,4.232855804114418,240.3599345709335,214.7779069330521,459.3706973081001,875.4374171640962,1173.893033377936
Advertising & market research,3.441613724118833,0.09179103517205735,0.4967845082260026,0.1518936513151265,4.18208291883202,1.193866309828592,0,0.1162060147043035,1.310072324532896,0.1486169422437385,86.05234995142585,43.25390684619365,129.4548737398632,134.9470289832282,269.236734712522
Other professional services,17.3015055111253,0.06988024941752267,0.02260450095915754,0.1575134056468268,17.5515036671488,2.308882336202316,0,1.735854824204312,4.044737160406628,0.4483060309613419,146.1490159183278,130.7771420758581,277.3744640251473,298.9707048527027,419.0807581797164
Veterinary services,102.804186649082,44.24710751811355,0,0,147.0512941671956,0.7249235348389855,0,0.01300268095543681,0.7379262157944223,0.1116191760214358,1.959986725766969,1.674385859426596,3.745991761215001,151.535212144205,178.4496162544826
Rental and leasing services,221.7381514431753,0.02791420981226578,0,0,221.7660656529876,7.25545681248667,0,0.1221165976906909,7.37757341017736,36.85020130748437,226.6214224010254,167.0356518054922,430.5072755140019,659.6509145771669,1275.834085241192
Employment services,23.90553749283895,0.3588609624282073,0.1129291030250824,0.7869161830319407,25.16424374132417,4.765028936456535,0,0.3011132127607235,5.066142149217259,1.652204533533714,511.6591418166561,176.3775710750217,689.6889174252116,719.9193033157529,1922.783843824765
Travel & related services,479.492825166828,0.0240584566635882,0,0,479.5168836234916,1.419539264556536,0,0.08202676135258623,1.501566025909122,27.40646085025906,473.5452655529677,1.873288789166315,502.825015192393,983.8434648417938,1298.42944545321
Security & investigation,11.72692986230217,0.005126052111487417,0,0,11.73205591441366,0.9114560083563509,0,1.606818430750603,2.518274439106954,0.2494671042677432,24.74797705724263,6.012357184554991,31.00980134606536,45.26013169958598,268.0008674001966
Building & landscape services,81.83735224307497,28.79403514569309,0,0,110.6313873887681,10.16039549557548,0,10.48887145373424,20.64926694930972,2.204028274814926,235.0789886773539,18.07082884690148,255.3538457990703,386.6345001371481,1399.125582155824
Business support services,33.30091837858271,0.33563873393221,0.0800817756450207,0.5580283871288986,34.27466727528884,8.833398555819509,0,0.4241320912519759,9.257530647071484,2.091200726628498,493.4955053421477,195.4186876795454,691.0053937483216,734.5375916706819,1125.111389946356
Public administration & defence,222.3586915995526,0,7898.30984983808,4031.331147351675,12151.99968878931,287.5470452678265,0,1.128240185480478,288.675285453307,0.0114666273525688,65.20024844367443,70.3756434194398,135.5873584904668,12576.26233273308,13858.21384036018
Education,601.3021066214554,1670.24883650829,578.88526750485,4033.125550919212,6883.561761553808,619.7877366566064,0,5.369173153974549,625.1569098105809,154.0081167039257,547.4399673596852,606.0279371459435,1307.476021209554,8816.194692573943,10120.23783177205
Health,513.5611871283252,142.9097003515107,11569.58701626725,0,12226.05790374709,51.3274996037805,0,0.5057610640724687,51.83326066785297,1.556766536253868,45.55160288103388,29.44734822359967,76.55571764088742,12354.44688205582,12442.46837153789
Residential care and social work,860.9006982498086,411.5906986249762,0,2713.059733079506,3985.551129954291,5.243461605625645,0,0.2053535944659384,5.448815200091583,6.750405190705412,14.94384518227815,9.19421564570602,30.88846601868958,4021.888411173072,4688.914362197903
Creative services,66.058672459717,61.06864614527582,0.07771848396510549,28.36779628430744,155.5728333732654,3.678915825329713,0,0.6703654792076067,4.349281304537319,23.09481467377532,34.529280720363,113.2888716136087,170.912967007747,330.8350816855497,357.4171084560322
Cultural services,125.1627141733515,18.56931371243569,0,169.1804853027009,312.9125131884881,0.559201816275967,15.97828145118145,0.03996157933104012,16.57744484678845,26.44135235437198,14.5819698428771,4.606632444669293,45.62995464191836,375.1199126771949,431.2256651806421
Gambling,469.4908692651553,0.01531985295077336,0,0.08454204945034807,469.5907311675564,20.15064531296203,0,1.706583732343933,21.85722904530596,7.774182918601295,183.7217017445276,32.79156344237506,224.2874481055039,715.7354083183662,797.8074537719169
Sports & recreation,810.6555470140754,26.76897935898721,3.461724111946349,364.3902824361128,1205.276532921122,3.950151969033368,0.01733575213827787,0.1459843921647674,4.113472113336413,24.40870799702006,58.9646652381932,31.92145453054775,115.294827765761,1324.684832800219,1484.295981960753
Membership organisations,259.7727559017628,252.08253044478,0.004619642616097538,0.03219074124429859,511.8920967304031,1.516082985700034,0,0.110099005394478,1.626181991094512,0.4939152858625227,4.372162327499886,2.835613682854049,7.701691296216458,521.2199700177141,616.0605078866603
Repairs - personal and household,44.96693632973173,0.001926714917803345,0,0,44.96886304464953,2.820841520372444,0.00225538531896382,0.1504708624962126,2.97356776818762,1.712790361857373,42.29215056750674,26.05566390675072,70.06060483611483,118.003035648952,229.2818633100768
Other personal services,1152.300130686532,0.1154034337721787,0.031050049683348,0.2163639480457523,1152.662948118034,9.771539259368646,0,7.733977684011852,17.5055169433805,9.349357827923836,60.2733975203455,20.99195774071976,90.6147130889891,1260.783178150403,1439.750093697324
Households as employers,170.8731463847497,0.0001341234590170701,0,0,170.8732805082087,0,0,0,0,2.482169364285495,1.566863797672527,0.8029789863134266,4.852012148271449,175.7252926564801,176.0000001101542
