,Agriculture,Forestry planting,Forestry harvesting,Fishing,Aquaculture,Coal & lignite,"Oil & gas extraction, metal ores & other",Mining Support,Meat processing,Fish & fruit processing,"Dairy products, oils & fats processing",Grain milling & starch,Bakery & farinaceous,Other food,Animal feeds,Spirits & wines,Beer & malt,Soft Drinks,Tobacco,Textiles,Wearing apparel,Leather goods,Wood and wood products,Paper & paper products,Printing and recording,"Coke, petroleum & petro-chemicals","Paints, varnishes and inks etc.",Cleaning & toilet preparations,Other chemicals,"Inorganic chemicals, dyestuffs & agro-chemicals",Pharma-ceuticals,Rubber & Plastic,Cement lime & plaster,"Glass, clay & stone etc.",Iron & Steel,Other metals & casting,Fabricated metal,"Computers, electronics & opticals",Electrical equipment,Machinery & equipment,Motor Vehicles,Other transport equipment,Furniture,Other manu-facturing,Repair & maintenance,Electricity,Gas etc.,Water and sewerage,"Waste, remediation & management",Construction,Wholesale & Retail - vehicles,Wholesale - excl vehicles,Retail - excl vehicles,Rail transport,Other land transport,Water transport,Air transport,Support services for transport,Post & courier,Accomm-odation,Food & beverage services,Publishing services,Film video & TV etc.; broadcasting,Telecommunications,Computer services,Information services,Financial services,Insurance & pensions,Auxiliary financial services,Real estate - own,Imputed rent,Real estate - fee or contract,Legal activities,Accounting & tax services,Head office & consulting services,Architectural services etc.,Research & development,Advertising & market research,Other professional services,Veterinary services,Rental and leasing services,Employment services,Travel & related services,Security & investigation,Building & landscape services,Business support services,Public admin & defence,Education,Health,Residential care and social work,Creative services,Cultural services,Gambling,Sports & recreation,Membership organisations,Repairs - personal and household,Other personal services,Households as employers
Agriculture,180.2732587104113,0.9087759477896017,0.05025197766780841,0.03781885312780785,0.06650950845977455,0.1132127436111306,0.2278096978060712,1.007634933168199,310.8309105662544,5.886531028543327,162.4657007645211,9.968659438456642,2.328182469522531,10.01783786234709,19.68445932866465,28.8457574626291,1.543673827540889,0.06229246887551641,0,1.683408420531644,0.0467977084748253,2.838018298739176,0.2682417318152767,0.2563970365410377,0.05994369824916716,1.972879561315606,0.006547234581585872,0.01412327379986517,0.05277369181568028,0.03956407692679572,1.228438418742581,0.936226831864249,0.1678233559144993,0.06444586597688702,0.02657369938257584,0.01283037602296762,0.5982034394536988,0.3660407189795152,0.1132786059887385,0.2052122526206538,0.0225443710949478,0.4736025477323293,0.08589417075892262,0.07535281891666462,0.2534858086072029,2.68831470982869,0.1662891795120948,0.1393440874592656,0.4631874834062276,14.56129399872937,0.3404532416867146,8.802545162644783,2.758331213328328,0.497165550653932,0.7164406307468877,0.1403733429068258,0.4606495281105107,0.7736245181649621,0.1932333371042742,2.080945631301652,2.786148228491357,0.06708643404447909,0.1222317596452552,0.5035673572323789,0.3880590996601272,0.03732259094441414,1.113067341933838,1.43074396326272,0.3708972297024559,1.99013275422762,1.256698781436678,0.0984994345543919,0.204338405224698,0.1131636775802229,0.5577389131055775,2.543418442970141,1.027446325804134,0.1125833235992764,0.1499506311640551,0.01844306781239691,0.484818441104328,0.4142852816864467,1.070385044900953,0.02352436987866422,0.3531957461149998,0.4769817427095168,3.550068156261651,1.511501955006496,3.699830946331068,2.039428381463516,0.05568549222908228,0.07373238488948518,0.237114078202293,0.3675431810013088,0.2014794709299508,0.02833836750811872,0.0896625328982107,0
Forestry planting,0.07287167852920703,0.02296982009031838,80.82404904093958,0.004346649835862291,0.01051199600929192,0.01297054547460113,0.06724856591761481,0.06546556787352684,0.03696564183376815,0.04426458458843414,0.02728665149292333,0.005009243184018352,0.03832651792279185,0.02137956249247921,0.008606483979135032,0.09012936182325662,0.009549965478865718,0.01683970470884684,0,0.02780259737060341,0.01282218006954752,0.007311029755596753,0.06764342602876164,0.07289104850939983,0.009951383627189125,0.06298829540880796,0.001795017835818567,0.003950088894533389,0.01232876979666289,0.01029391524292745,0.01188804968184583,0.05570915759298799,0.04563288470472377,0.01341590161603922,0.005058202976788439,0.003104575338616265,0.0967458283910132,0.0679043580862597,0.02019755341170826,0.04455748460798157,0.004939901177164243,0.09107163329548726,0.006980959606451555,0.0103142989499818,0.02911351776168474,0.09075922087839439,0.03302833175698089,0.02923367806506496,0.05070177581225188,3.399429816929949,0.07355012054264323,0.6241709212887299,0.3068584277279151,0.01671612000120976,0.1329006786568284,0.004546822857664948,0.04672295604022556,0.1300878757231401,0.07328171357481165,0.07106257783915648,0.1000965090249354,0.01551502576914722,0.04458631545581711,0.07690091855535389,0.04641478568267125,0.004167208096837911,0.2186192424372825,0.2728927188602297,0.07878353602815387,0.2982606320656788,0.2772431698428167,0.01810461346080259,0.02160864961240711,0.01844079338644939,0.09709183815870509,0.3516956679108389,0.01127545299219718,0.01636344237144732,0.01077418872058518,0.001944360802014475,0.04576010937406752,0.1035190394844789,0.2325526098583367,0.005060681242357734,0.02327327610777325,0.0560871730327332,0.6685765960732498,0.2454339038070316,0.3328487764671969,0.1541196407240404,0.01257726662942283,0.01512139538939063,0.02156352208311463,0.09216281098677684,0.1034369977064413,0.004046507021455354,0.009424597828135739,0
Forestry harvesting,0.1725674783431022,0.01457263061080141,0.004503017930904864,0.006708604167354557,0.006329990741901312,0.0258240330810348,0.04444290573800045,0.175114026731785,0.1441468453253644,0.1031992466457432,0.09410453171334056,0.01757280981096715,0.2439305350978193,0.1128070164047507,0.0258983797429509,0.478506124654802,0.01152993661407086,0.03621861796911027,0,0.05081561750081695,0.02208737163986408,0.005403495181554275,87.37009765514338,8.745470737221602,0.4067725015995399,0.05815893963391398,0.00141746085104049,0.033453361185952,0.02865733936622901,0.006500308400963297,0.04769695601026517,0.1850751990119125,0.1045735269537925,0.04449434296244995,0.003423199998248552,0.001446797269504013,0.1123547577514591,0.08353837287415578,0.05493971035266403,0.05362209740718912,0.01324129565988905,0.2376393078971399,0.1430520047965118,0.04084430921398936,0.06363714764316757,27.49166494968758,0.02936755435751764,0.01637999837049695,0.06383661092435966,2.51916882122309,0.03946229403841958,0.3555130431926075,0.3988283880112627,0.1152303850986201,0.1140097742823731,0.02941924586160979,0.05873150357301975,0.0892674165830779,0.01745008323560539,0.04308602235295522,0.09949601924904744,0.2497420025468162,0.007491676569318316,0.02928104508511091,0.05396348694181576,0.00199297766730675,0.1211470776615647,0.1709591189073513,0.07861280065703895,0.7339281283181004,0.1490836921706364,0.06185309931816349,0.0546931928943386,0.01053712360175805,0.07561272248194445,0.1026576868072809,0.01050080858427328,0.03203111679938985,0.02618194364494302,0.004671121674756491,0.09278100561592481,0.04053193807636652,0.01034893056825899,0.007180684251621865,0.0678616904129529,0.03650894431007347,0.7705654733616634,0.5111190995266016,0.6003423778880669,0.1286837568626254,0.008260343024105873,0.02050103713919124,0.04076392037915957,0.05643201522088846,0.03052598339000507,0.007650228324842746,0.1065254782123866,0
Fishing,0.02192575145262072,0.0007687623113721096,0.003198147116929914,0.005137842737892834,0.007353847331088834,0.003679508847708524,0.2943198139097433,0.03575842123853781,0.01281478060586107,143.1775648979969,0.006323047407472384,0.0006498003209109239,0.007090710341834235,0.003813323929356444,0.00235168673260042,0.0197687798095507,0.0008743736397328479,0.002227967579570118,0,0.007237241641288536,0.002987967775999086,0.000821425374913884,0.01158149132789655,0.01042319853727999,0.003475403776301801,0.0283846018250393,0.001029330431057928,0.0007780787173503445,0.001505642901511618,0.008490584962351338,0.003320587101917424,0.008485347119812907,0.1426149517761916,0.1998039505798061,0.002380187909780621,0.004303328636150479,0.02618972378463902,0.03313402913137854,0.008427265882541689,0.01646366341045891,0.002026208732254673,0.02446934568568806,0.001718831976974543,0.02157388387724285,0.01252591251018223,0.01079777533266637,0.003009058812325094,0.002562249030782031,0.01690947791680788,0.9551721990576969,0.004679696089985755,0.04226684895390553,0.0578924040489751,0.01662597843832096,0.013107658614952,0.02946496765752594,0.01507706607425344,0.05770412767868009,0.002799503510896188,1.128622339962628,4.369538467059424,0.004075463021419545,0.02171563687471658,0.01306611494337317,0.006855556036233193,0.0004195531003068329,0.02333198205270016,0.03418853063234011,0.006164411798324075,0.2525926619185101,0.01074630083910313,0.002012419394630931,0.004737564011972004,0.001805706516814588,0.007579434421680106,0.02297609755385429,0.001844946680571517,0.002992434086365339,0.001144864394391571,0.0008526431044418163,0.01241773714356251,0.005595015609885836,0.0452323196318719,0.000578540755353827,0.006525369699211551,0.005720853373017786,0.1120887459894752,0.05088064736823577,0.08430113403765802,0.0259027072634119,0.002758187123363398,0.008270749000634299,0.006897109676272418,0.06258584685988729,0.003681670260802794,0.0008719040823476762,0.003712057551343708,0
Aquaculture,0.07593384688458188,0.001826088722403204,0.0107263278498546,0.01241369235679988,57.40419993358231,0.0117265452563263,0.01245974361676768,0.1050850521672686,0.04680223131527934,101.5354731758304,0.02305775547378482,0.002181557568359205,0.02447322127879274,0.01353630233554346,0.008247560165632866,0.06405102409968712,0.002952789699884429,0.007817788117040396,0,0.02515242461359974,0.01069955516035887,0.002919014132202992,0.04061884157627704,0.0369151641265555,0.01173885794901216,0.08378711344729459,0.001205559866647127,0.002770865892023298,0.005031672960624179,0.005663759753973072,0.01190986726529172,0.02899703222830407,0.01289976637192805,0.01136927983989607,0.008058359680849454,0.004129351122069891,0.08772286339215461,0.0986958689854136,0.02964711868942009,0.05900226007805816,0.007040423339039335,0.08284132641530914,0.006005938815569609,0.009530779550041,0.04036020930161516,0.02903688615772741,0.007270090297362229,0.006339412740027016,0.03077930172745792,0.3148296471368904,0.01316525903733644,0.1071830878765073,0.1383261360092445,0.04971594987104253,0.03931175751918563,0.06846716714790478,0.03994907745591965,0.1303163357491348,0.007312741332046443,1.780383788090539,6.894730651724482,0.01369576675166965,0.0491989494069285,0.03474319187418834,0.0176988128079141,0.001056454844357841,0.05137750990077389,0.07346722495321635,0.01490473187049649,0.3875979791086156,0.01701366102692609,0.005237549593762458,0.01075261001501237,0.004086067640596513,0.01649599641986803,0.05595895621194383,0.005816367451418985,0.007553495393387997,0.002714156424940837,0.002812643145798808,0.03736037990601988,0.01008772546477473,0.1000225673498146,0.001667147629741546,0.01435299054522277,0.01329952032636909,0.26624493894424,0.126180013826424,0.2495434659685564,0.05891201791731801,0.006317160946570758,0.0184565396609567,0.0171262511263817,0.1407066354853072,0.008651004388664566,0.002623830636015016,0.01174031009723446,0
Coal & lignite,0.1037285995459484,0.01062766396276768,0.008796797504539836,0.01452693462060068,0.009763703107086323,3.77634748329857,0.1172095456538051,0.4994904885255645,0.01040616708092584,0.01325196810233493,0.007821032218028138,0.0005511660292574682,0.01111708953927991,0.02320987054404202,0.003997634443084796,0.03487892450463612,0.002366210955281492,0.007759876352656504,0,0.01208608240716346,0.001982653890310898,0.0008153945982172774,0.02617181878916208,0.01841998467058025,0.01231367822649439,1.143257569541164,0.0006521108260154967,0.001660284487666025,0.007705195631536167,0.004262458797500588,0.004448327479423248,0.03295890690219178,0.3221223912542428,0.03565800195254111,2.694635704133339,0.001405433853925476,0.137601197635218,0.03602824924638856,0.02093774592367533,0.02220828208147974,0.003415462845384413,0.07464946350374381,0.003504795174777641,0.01776523594342633,0.09182095493735984,48.76517060648656,0.01848552785531407,0.01978016282202054,0.10574257683126,1.072237601076141,0.03305227075692407,0.1757548339412083,0.1668956106994637,0.3225771194479831,0.172417464486394,0.07724637570303489,0.1659277222182281,0.1512976175483173,0.03148060948251982,0.01913691584236882,0.0958268281712103,0.00629094196299507,0.01257640814399675,0.06692492154916396,0.05227262391539526,0.006500315458448097,0.05008965500517837,0.0739382185869325,0.03977270848529571,0.7226158914706879,0.1012499257059041,0.01686382170319693,0.01034704649520039,0.006956530511475384,0.02602148204157533,0.1338000882984147,0.004965295700629864,0.02140301602316872,0.00323011131534887,0.002793478953827568,0.22918400888319,0.02765008845479754,0.01465754680618796,0.004891642637126677,0.04213506125016733,0.01494560617185574,0.1183375449460611,0.3358899285914446,0.2900589028502798,0.06210556233361179,0.005686535249756442,0.007638297319672679,0.04696982123437957,0.03784500508336158,0.01594499643130229,0.004752906010925136,0.007487945925145151,0
"Oil & gas extraction, metal ores & other",1.465102494395543,0.07940506840156379,0.06274816606365087,0.02799692264318007,0.05093265593675484,0.09864042939043313,30.71535820432944,0.5541330607723309,0.1899934749696341,0.2483433538162853,0.1445553079129018,0.02252023942797301,0.1879454723489805,0.1192537091556381,0.03633791741586837,1.899101862821281,0.1103100419807235,0.1409163584235757,0,0.1925248785778671,0.05484274919840247,0.02146655584826901,0.4666764717862361,0.3911984615113698,0.0590148066733675,1.157988932556406,0.09639757560276051,0.03249651599952017,0.08976709140289674,0.9169190768464828,0.06527709060522596,0.4845811575075646,15.24387902000092,20.80748255581064,0.05752441306289784,0.3385981900665792,0.6505316546104176,0.2853450183518664,0.2179341997212802,0.2172027039727338,0.06450602110962565,0.3798734437341679,0.03294275032837365,1.981783241266128,0.1646407691868014,0.1375412393728614,0.05077655318301143,0.06690815122900073,0.9656740882977717,92.33414669242539,0.3130609852628431,2.982866680603072,1.071091446628477,0.3599702603258099,0.7496466336789196,0.076239585852947,0.1590152104055532,0.7931879803770943,0.2128696350734143,0.105634392298905,0.375083536141109,0.05792478861129714,0.05796136439505707,0.1834859909065084,0.2067375366000546,0.02378773519884647,0.4126730687022586,0.3340492321657831,0.1189286252215024,0.6461600475145792,0.4245586724288212,0.03519072857615655,0.07411298148854903,0.06810087521119425,0.1869901695287909,0.6217972971945173,0.1471939512515586,0.05645272690246712,0.06548236661912442,0.00989889288206597,0.373704686466613,0.09792903421564832,0.06875213883900509,0.01430287215078315,0.3095433828239316,0.2202559693146999,1.547132820299242,1.174860428640544,1.495662401665507,0.3264628885671388,0.03410078651987702,0.0756320166030383,0.06564238157607315,0.2170250159306745,0.1247956592381587,0.01713994581713314,0.0599357838426514,0
Mining Support,2.145259330652335,0.6283915288587119,0.2858140917266396,0.1553643106422061,0.2491606325521703,0.5328193129972435,6.895334428752299,152.4578937783115,1.217759663389291,1.514537096887405,1.006401519386563,0.1819060754777798,1.428387732689263,0.7665266553702859,0.2353217057143465,2.287501341357408,0.3394371380315354,0.5936508986920195,0,0.9295466920793574,0.394243260188855,0.129817979340786,2.34965673307252,2.683794770116651,0.3515337010845678,1.718549034572213,0.06194804820487795,0.1164831906228594,0.4659417921271807,0.3763083191750748,0.3117299130339174,2.035322758215331,1.749406443775931,0.4724503782560959,0.1576681814326818,0.09184841089980146,2.796843084341441,1.445441729159727,0.6485339811852444,1.2626373820395,0.1335514974534235,1.339644038563881,0.2119234583278106,0.2945983739435778,0.6737811093337158,0.8672413652303952,0.4066390922962666,0.2404170399066669,1.873466535798965,12.63051193422451,2.483303208776499,20.95460918710291,6.842186144204052,0.5790947693589827,5.342438993557634,0.1414141256539111,0.3397955702424733,4.654449346240753,1.682511821481644,0.7481142445633697,2.023479307296,0.3708779462466512,0.386302240112931,1.222972638212291,1.331034195281404,0.15729652436222,3.723005046839166,2.949772594921553,0.772728296576271,1.661959457868395,1.794956148283043,0.2171354148445205,0.527454451445477,0.5145951517855063,1.472765007707285,11.40309167040567,1.119991790927313,0.340619816947498,0.54676924382651,0.0449374552127145,1.796166426204622,0.778758127666983,0.5979731371249861,0.08404038235006073,0.4834695522445317,1.543763031414025,7.971516574173275,5.460980742888964,10.32615995905011,2.616222790123174,0.1965018432475642,0.1556388081169334,0.2484600864891846,0.9977566638275162,0.6774170191395408,0.09564793998076532,0.3077771555720916,0
Meat processing,1.017416624981482,0.004638853689032905,0.01089665174411368,0.09990581016605671,0.4681283777219904,0.01264764588928542,0.02144137220518017,0.1038708076138847,91.92186476052936,0.2633418808235761,0.1340951325725069,0.01501390030416064,4.496568024128308,9.292244385950234,0.5679965334688096,0.1726942262591228,0.01205187861833533,0.1904367174152421,0,0.06053216309037611,0.01834271148168364,1.860258472022454,0.06545303551252857,0.06514959417228375,0.0202187531888488,1.027669035747409,0.001728532138476461,0.005756642296573101,0.02315973813909548,0.007418501351651559,0.01903779730453925,0.04743377160463257,0.02111824387848348,0.0875456222288277,0.008585623876642887,0.004758531267375765,0.1041828645914396,0.2312049213177542,0.03805839038363842,0.07448393685541835,0.007778383290329914,0.09624137289921406,0.008096956001382723,0.01783481551096623,0.04725817494199168,0.0583131703755096,0.07899673372748729,0.04569837382858103,0.03882653727954197,0.3798036856807098,0.03845172907637767,6.18026152633248,6.911595471243893,0.1330426040341291,0.07381102336188766,0.06285607559901622,0.05603288218016655,2.003723705493379,0.1395412373538417,9.02358541081983,75.50949815259457,0.03867778885385491,0.0287109197631716,0.1635983866639335,0.1280501998045307,0.008993506218332992,0.3749552418220153,0.3859189348439387,0.05446844645104171,0.1102630734646476,0.01896690877582866,0.01222506370823582,0.03647345066895023,0.04755297547462606,0.02396517090875535,0.1412139970934006,0.03615292304413803,0.02062879368746314,0.02444281965937527,0.004577746153477821,0.04359565925222021,0.2457235095476389,0.06886735144308286,0.003237117817873194,0.2041616546239343,0.0919832525744885,3.348854031811831,3.873201601676841,8.119562646476242,5.961689316768787,0.03924024419824059,0.1048704087262847,0.3203094668785105,1.623899487443659,0.2346489388857603,0.004922805650764849,0.05837689028959329,0
Fish & fruit processing,0.4900685553330716,0.009122445677677893,0.02093434925610998,0.01078635580954146,0.08684791214077135,0.02156846972247133,0.04562862355400418,0.1748797760258923,1.054477378895532,34.12660218924104,2.178747329087289,0.3166393348232664,4.34934898776949,4.004675654213363,0.8143073614476654,0.4999801457473262,0.1102040274016016,1.791608022846635,0,0.06491075545299892,0.02669463466763197,0.01582636571730822,0.09844919418044194,0.09818297203637834,0.02899904575493099,0.3000401948477149,0.002916764701466498,0.00662305542829048,0.01846008877431986,0.01415340507668639,0.04075068544500737,0.07967255728077126,0.04073959761152468,0.02323780521991161,0.0141418526677587,0.007719312947785656,0.1999997034198561,0.2890801632371306,0.06405364292384698,0.1430298537695751,0.01307801829012479,0.1748906967606856,0.01420177713743466,0.02992474402293347,0.08654611038414359,0.09793270668159486,0.04337254626522546,0.02721198068789994,0.07331434562391993,0.7902859482294371,0.09047504216541401,0.6038556348802266,2.305765390343316,0.1379992200446059,0.1786732264865908,0.1716429654373225,0.06319091588874602,0.6430444841933257,0.05018332141883708,3.843035630006117,22.09521582003341,0.05656012265661391,0.05574106050008391,0.2839276776048333,0.2375525827178162,0.01257937590744261,0.6659023107859287,0.375330249819231,0.1025198501485115,0.4130950135950525,0.06150663613280384,0.03095273502614113,0.07554512200859961,0.03814114141836571,0.08523408754098494,0.5069990824806223,0.109548218118353,0.03307795949717238,0.0416049598774685,0.008919712392195769,0.08803011497260234,0.07125813168068557,0.06490470889061933,0.00782477280523626,0.1381175465877502,0.3967933269657853,1.506873812028057,2.415560675384667,2.711005190329794,2.322930986837192,0.07454876163493127,0.05802357614074547,0.1126822678303291,0.4232112458673997,0.2255700615856528,0.01166745282603923,0.0625385466339977,0
