,Agriculture,Forestry planting,Forestry harvesting,Fishing,Aquaculture,Coal & lignite,"Oil & gas extraction, metal ores & other",Mining Support,Meat processing,Fish & fruit processing,"Dairy products, oils & fats processing",Grain milling & starch,Bakery & farinaceous,Other food,Animal feeds,Spirits & wines,Beer & malt,Soft Drinks,Tobacco,Textiles,Wearing apparel,Leather goods,Wood and wood products,Paper & paper products,Printing and recording,"Coke, petroleum & petro-chemicals","Paints, varnishes and inks etc.",Cleaning & toilet preparations,Other chemicals,"Inorganic chemicals, dyestuffs & agro-chemicals",Pharma-ceuticals,Rubber & Plastic,Cement lime & plaster,"Glass, clay & stone etc.",Iron & Steel,Other metals & casting,Fabricated metal,"Computers, electronics & opticals",Electrical equipment,Machinery & equipment,Motor Vehicles,Other transport equipment,Furniture,Other manu-facturing,Repair & maintenance,Electricity,Gas etc.,Water and sewerage,"Waste, remediation & management",Construction,Wholesale & Retail - vehicles,Wholesale - excl vehicles,Retail - excl vehicles,Rail transport,Other land transport,Water transport,Air transport,Support services for transport,Post & courier,Accomm-odation,Food & beverage services,Publishing services,Film video & TV etc.; broadcasting,Telecommunications,Computer services,Information services,Financial services,Insurance & pensions,Auxiliary financial services,Real estate - own,Imputed rent,Real estate - fee or contract,Legal activities,Accounting & tax services,Head office & consulting services,Architectural services etc.,Research & development,Advertising & market research,Other professional services,Veterinary services,Rental and leasing services,Employment services,Travel & related services,Security & investigation,Building & landscape services,Business support services,Public admin & defence,Education,Health,Residential care and social work,Creative services,Cultural services,Gambling,Sports & recreation,Membership organisations,Repairs - personal and household,Other personal services,Households as employers
Agriculture,202.9670282416214,0.8698493951747049,0.01639746182861256,0.01679783794584269,0.02131630667982612,0.09410159044732483,0.05913108278424946,0.4485762525670902,290.5664049995241,5.227371841999566,157.3295615136107,17.85762734147121,1.639289927491494,17.93512103186855,27.44279936202873,16.78310564408156,2.886417549892599,0.01742546092500325,0,0.8765327560442493,0.03928084189571119,0.008507880749914388,0.04729015523852433,0.08135048691695648,0.06623073869966015,6.051330978401682,0.003511830873704616,0.008288531973580381,0.01340057056130983,0.03204092423033839,3.590791411418993,0.9246635346952312,0.04006281285892527,0.03051373413605672,0.02003562587086157,0.01294937367341742,0.2414026078114144,1.035143642539184,0.06012328266627241,0.09943234138250738,0.01550356019371618,0.1163108142265194,0.01448520728144104,0.03581479667617864,0.2034502630447561,0.7844157341585225,0.06509390139000247,0.1171585872831846,0.2948196873409698,6.995514450566716,0.1861679590593091,5.091121378242178,1.522026622461133,0.422179491723995,0.5644713647005012,0.07226292236219548,0.322877610389234,0.445978666396316,0.126354934758255,1.741820233321599,1.545510954217803,0.08167341471141615,0.04454461310084006,0.2862058967702785,0.5082518200242228,0.03127929760213034,0.6489009018877393,1.057986747477308,0.1945301996551086,0.9706153310311816,0.6285539766885039,0.08170995373195042,0.1955571396146089,0.1251910618221347,0.1640005772814662,0.5302059254936438,0.2838416731707772,0.1045181134231843,0.07724763735322009,0.00897047415620248,0.2626008528555486,0.2637443930913035,1.212119671135619,0.02914855577674161,0.08634010875680001,0.1057982897728815,1.450086924086377,0.6843590583108287,1.919641768177724,1.586919131494892,0.01971332868019883,0.04484700059282198,0.4212286397431872,0.2544067470345588,0.0658885223418976,0.0429730126172655,0.1410211541524192,0
Forestry planting,0.04943082579747814,0.02163566202850693,71.42222784556543,0.001992383504734315,0.006954982206921009,0.01399719283029685,0.05910657655485588,0.08505308477996378,0.03257409444476763,0.04093710690224688,0.02774833907378794,0.006219745600062787,0.0256495090777722,0.01771237541125359,0.01162498493911802,0.09578809164506295,0.02410887622755593,0.01165997190467054,0,0.0215188288655279,0.02489728100358814,0.008838437489392953,0.03268220930316074,0.08087846988563023,0.02258109835646962,0.05764922181323692,0.002244726272150994,0.005826911705202066,0.0112462974682375,0.01635674770741869,0.01390022768776103,0.04203379228211442,0.02988510190260288,0.01823382704030888,0.01012203683652606,0.007709511769277916,0.1023875245191258,0.4005695321900216,0.02799064628768875,0.06019247376988231,0.009306789408846034,0.05095978481724792,0.008107640241897085,0.01018581377019038,0.06000490022472312,0.08978223259453628,0.02036949168362472,0.04111427757804009,0.04142607698075663,2.360831347584623,0.08218513283940736,0.5437924846036077,0.2697932490205263,0.01564115996077334,0.1239281919819857,0.002907674258856276,0.0413760213917478,0.1470159996595381,0.07083507191233195,0.05457498780202141,0.07293084196618843,0.0263444865679562,0.02384381231343806,0.07438226722177665,0.07598605781596635,0.004085824006051219,0.2394637036909159,0.2923279729319114,0.04613020619645167,0.2481934934152977,0.2673243122596427,0.01764203790725216,0.03095875295699481,0.02411831578688231,0.03923664229229477,0.1759147748362482,0.006291176948499993,0.01475266001195015,0.01530102398987573,0.001165676559817024,0.0256560417817977,0.08397945660076293,0.3242224096520719,0.00861788016440604,0.02172097957788724,0.01396989202335604,0.412158728936609,0.2569421578898173,0.2256894915987367,0.07583628198300288,0.01086685333046521,0.01215324031595208,0.01883392464731237,0.0719941726341759,0.04462879079901619,0.0068847629491298,0.01323813068021382,0
Forestry harvesting,0.1135634416968505,0.01183164016363573,0.004544015099731841,0.005234117823728325,0.002569544701068122,0.03233108075339408,0.02911554730279259,0.06664210197215716,0.1573163958254191,0.1560439382223775,0.08233035122108377,0.03324133111710029,0.1822717663870726,0.1100531626984207,0.02453214324922212,0.3909119869651176,0.03073058711368663,0.05986292380308587,0,0.05810855668432501,0.1292718743311477,0.010715427066988,77.07605505062534,21.14625782635275,0.8204810344527763,0.05093784467871147,0.003553958392352919,0.03782210980589196,0.02083921292698605,0.006930379001364927,0.04224804661213435,0.1546592328275161,0.08901976000133427,0.05105459102478355,0.005300690710925743,0.005795205315590077,0.1133345052854499,0.7292016610513353,0.0480867371972255,0.05965124872047006,0.01496085589158034,0.0820703328822145,0.2030976800016089,0.04448771677544103,0.05358768674230196,14.57774663379343,0.01756193331919748,0.02601660947020831,0.04480007176193881,2.450540632169128,0.03535547260428156,0.2728464401045845,0.3024120386173641,0.1145438558636251,0.1477191057102494,0.02037720723723166,0.04614045440821236,0.07219332420867589,0.02508606271926578,0.02616279920109141,0.09312446344672769,0.3012914814041859,0.005270128375344872,0.02058942300484475,0.0419181891167928,0.003438894225038021,0.1032490764791586,0.07627188674751599,0.04897571445046077,0.4535177335245464,0.09349453564885098,0.06106585151184964,0.07921236994267628,0.02012575668138998,0.04194272826302636,0.05121702755675352,0.004492894311321894,0.0211294352635092,0.02408852045198283,0.002598819744347193,0.07083788495846621,0.02172944699676886,0.01048109890080162,0.00661250741614689,0.03824488878033436,0.0125265323115687,0.6979741100246971,0.30724547391232,0.4990616755450495,0.08763612959073785,0.005284553609129434,0.01504261459601576,0.06403873976681501,0.05150084242757993,0.02244030731760354,0.02162367546198398,0.1301192653976606,0
Fishing,0.01053381601406177,0.0003391382896420955,0.001976053950454277,0.003261136731514324,0.002774174703173565,0.002612735203963453,0.2813625079936902,0.01398397560592425,0.006150375009189826,102.0451930216966,0.00417044420838897,0.0007026387443086466,0.003797925935915021,0.001784752341881205,0.001491002074720914,0.01285158144107792,0.002006537731114143,0.001122510992875826,0,0.003647367613072042,0.004791927624596517,0.0004512257920833762,0.00364408963662109,0.007504164004868892,0.004057751739568715,0.01249493453924081,0.002025448259173894,0.000611687393264743,0.001029506894209861,0.0345280680283674,0.002296515718484633,0.003722630929259915,0.1498431844647508,0.1244882378304294,0.002537475482968981,0.005477986133389078,0.01434934471682457,0.1368334399334797,0.006609148204563593,0.01320516579368879,0.002076849927970302,0.006578313181879957,0.001177730420834383,0.01545022019418645,0.009456372346614715,0.006159726716894696,0.001093820500853739,0.001861564892829615,0.007881324289278166,1.299749958724383,0.002438651511475622,0.0307633543505792,0.02077696739166907,0.006499751268330859,0.008835120161052628,0.02549351107843848,0.005147808899242051,0.06321137849163844,0.001835627957497475,1.412185795205625,4.951992012445918,0.002675468316069579,0.001102430866427344,0.005271915917984669,0.006018273323220271,0.0002765441714671124,0.01159869470399175,0.01492762789118243,0.002090063955709261,0.145139773952203,0.006224730533149231,0.001115997460554473,0.002800617275195331,0.001634365484767262,0.001320783004971417,0.005948205677689371,0.000418422520335049,0.001784318750586006,0.0009916382506511764,0.0002004459335656658,0.00440065362857705,0.003350081337487833,0.0199267452574839,0.0004101303164758195,0.002959497752961662,0.0006737863617214141,0.04430488972605824,0.01822359451394645,0.03065011990825556,0.008760967189001052,0.0007106920303854498,0.002894753494488905,0.001985332958722981,0.01817456765876169,0.001483787089790153,0.001284773247625408,0.002756531337996589,0
Aquaculture,0.009109192158951744,0.0004145598231943579,0.002634206228598274,0.006071865542078871,25.39330439697345,0.00374017915541205,0.003790709694904756,0.02359704705080452,0.00500739795877243,55.72737374305423,0.003428198456272291,0.0008005078821424948,0.004018331783033782,0.001768059132819504,0.001407379624195425,0.01673609109821014,0.002407533359097821,0.001063269584576113,0,0.003239725999544637,0.004144901828238923,0.0004795791293772366,0.00329084751373908,0.006569245884513977,0.004608029657169541,0.0158445098685937,0.0002765179304925822,0.0005670547733416832,0.001104690452265453,0.001914109792029855,0.002084697401880132,0.004187195849232759,0.002715957026361481,0.002969528448556779,0.002884123587354185,0.002994216471352685,0.01390364355715212,0.1372729529967599,0.007056008446316132,0.01080679174717271,0.002105225035721298,0.005950722141874064,0.001109180491836332,0.002328755370281687,0.01131578858658131,0.00706351149524874,0.001303958025112017,0.001613246073780119,0.009817549582779589,0.06819478484531605,0.004411574119135886,0.05449150916540307,0.03626423470067866,0.01257770817417883,0.01522255394198009,0.04988961211475592,0.0105425966962382,0.1229876981870347,0.003606225658619752,1.568119770706984,5.495476650998468,0.003800327183260359,0.001814796727312203,0.009214553410876482,0.01200302898797381,0.0005328588001551873,0.02191984045405448,0.02884975025890958,0.003214110566935193,0.1560656983155432,0.0006676943440664367,0.00182100319263437,0.005380577526457513,0.003415621798280639,0.001887104329603399,0.008592503526927853,0.0005260786853849299,0.003957977835987974,0.001983621737757419,0.000210629715852512,0.008120920542558386,0.005455897746117129,0.03852962645174766,0.0007908188111045762,0.002772524519874194,0.001214566292956919,0.0660080878690274,0.03294803383255379,0.03815575978672557,0.01800996571396334,0.001231314504165435,0.00581003715102095,0.00392038397007199,0.03415266106474096,0.002332220820649083,0.00161825180844944,0.00439397157028714,0
Coal & lignite,0.08559569513083937,0.0107552046425844,0.01011580232236251,0.01568478762853321,0.007946915156307004,7.894187785157175,0.1077210400520738,0.2385336172846352,0.02433175511217527,0.02726121436087153,0.01345233075691236,0.002046962103096843,0.02189775907699627,0.1377275478764002,0.009616936916372136,0.04860852855711001,0.009655470840394833,0.01136426963240806,0,0.01294970772982163,0.009897731605890555,0.002902791700991528,0.02330261110693128,0.0355162937948991,0.03531292259735906,1.190996118729811,0.001622542519691532,0.003783730402216442,0.004896341435668506,0.01671049510937622,0.01116694522150858,0.05683631786680661,0.898108949359507,0.08502605813451834,2.76163212481301,0.008440832122181717,0.1206661873897151,0.4877869892762398,0.02563322344725651,0.03917745232416793,0.007761016304833857,0.04143133422373245,0.006101191097874887,0.02070236265182879,0.1123548951392051,58.13708310889249,0.008556367201764828,0.0283661615642554,0.1024104129457448,1.242072243592625,0.06747172146464557,0.3419315216219591,0.3353551763943429,0.4080431134027434,0.3621894389801231,0.06514015264591264,0.163848943290879,0.1882104081193602,0.06297957744391726,0.03911382013392716,0.1795047507555194,0.02469484335224861,0.01092222801718131,0.1101247617260977,0.1078330695719176,0.01115158483090393,0.07536035929127466,0.05431006106384781,0.02305214263059237,0.0426912599709733,0.0166859050518189,0.02867059756579562,0.02882380249665216,0.03138855491519099,0.01818847100131086,0.07240535222798744,0.005301609540747798,0.02660166226011869,0.01663361442115916,0.00203681766281519,0.2188729453157616,0.05536933534319471,0.02558673607860501,0.01134090886348416,0.03382410634821169,0.0148753120457681,0.5804545143199031,0.5338109364741654,0.2614660736553372,0.04679354660361972,0.004344191010738152,0.00944157052139356,0.03289463577940796,0.330235603636913,0.01094882816980827,0.01683904110373753,0.02974219185632136,0
"Oil & gas extraction, metal ores & other",0.9544615745565787,0.08561610385593915,0.05285907811259681,0.01427707945070218,0.03127615692721814,0.08590156046840804,44.36186857636209,0.1594352152337799,0.1774622983839891,0.2514003396865439,0.1675266122001983,0.03046515991186537,0.1181199054738143,0.08962831701837555,0.05358391993903961,1.962721047570047,0.4037521613388774,0.1353517893861299,0,0.1868844476745456,0.1118311187255329,0.02027731059570015,0.2842912236803478,0.5414536974504244,0.1198708016241464,0.7411325803566318,0.3173165480565096,0.05609197494003502,0.09360629385148765,5.42390473771038,0.07113555517710662,0.4447407894667458,23.71158022535171,20.05767892745046,0.1304068486282196,0.4824165769027624,0.5988972930963641,2.290669800321636,0.2620830387741166,0.2984067514501772,0.1040616978882106,0.1975531492137388,0.03572740993573262,2.200153549746453,0.2014490157512891,0.08516818807252904,0.01395096221920335,0.05034122160587227,0.5838037286404488,196.3844269841598,0.2996647021767762,2.847311571751051,0.8328673184925881,0.2512292266360759,0.6843509745643014,0.02745521713487223,0.07608659759662387,0.6967812316729959,0.1838889256053986,0.08164318565935341,0.2488753541225829,0.09547532022202783,0.01939884848509491,0.09590630686266072,0.2035338128384035,0.01458063233067701,0.2548319503485789,0.1269849674210257,0.07900700221609697,0.2896148885644345,0.1914159156325967,0.02325574908434002,0.04729813634707922,0.0608171981982494,0.04181605686814455,0.1719401159741371,0.02390820375670208,0.03699213839804077,0.03592502006146324,0.003556237968624562,0.1531839935121409,0.06676364276219263,0.05021769700501125,0.01673943347892873,0.2361079029943258,0.03991891062535929,0.9718292653992043,0.856563509811522,0.80656447781431,0.1263823856212826,0.0300762708017348,0.04263369677880802,0.04113167801024395,0.1083277040038852,0.07322801939978794,0.0283453997535266,0.07150349397098862,0
Mining Support,1.887477132795006,0.7634664203809952,0.2805125355888339,0.08775356928895382,0.1779924619783067,0.5849164130061453,6.13279856641446,105.5443871695741,1.236190824020685,1.794587031879474,1.175825584464149,0.2523075212686746,0.9559001092319827,0.6741257938806247,0.4103983090624619,2.539501244378229,0.9262994742387253,0.4789996819789458,0,0.8389836353495513,0.8678823030997171,0.1425847482557138,1.365682394458054,3.552543445229938,0.958423451791541,1.830008733821084,0.08993493070281922,0.2153900674266975,0.4707902850971304,0.6383301242683851,0.4040244294389237,1.77873291293969,1.31922457822819,0.7284276040150728,0.3913635446510925,0.2448167277632353,3.413157694737671,11.60300900160088,0.9706402102411776,1.909984851244015,0.3088834161109895,1.095299294209582,0.2841205606795249,0.3983383248671405,1.632569479255279,0.867235970971187,0.2484063973920305,0.2700966531991488,1.838246045304166,9.570510894877115,3.392698131592803,22.72246463761631,7.65278639423343,0.5832192220686941,5.922458808822133,0.115791691891156,0.3553388433795874,6.368079232660767,1.635048523804515,0.8491117737867259,1.294179007102871,0.7738061397441219,0.226312432997665,1.02208996301919,2.815577381041629,0.2039662608879673,4.544105266447962,2.147500945387123,0.618027623986525,1.475421293758077,1.286445281719145,0.2707786359051151,0.8309361505906617,0.7235225624275161,0.8666894528261406,6.728940662221895,0.333148781655454,0.3397829900339145,0.6066480056076786,0.03484763687866656,0.9934465119167957,0.6938910169444421,1.425407840900553,0.1833649902075349,0.2647392898883798,0.7012152363438378,5.538284248291619,4.690142105235748,7.979745758536694,1.126568281270104,0.1813099311309763,0.1793262763392144,0.3953416071584255,0.7325213756022781,0.4737820753090976,0.2097423418551118,0.5981336502896192,0
Meat processing,1.761942073473034,0.007890670736814615,0.01350177327105814,0.2167738797551204,0.4907897551717675,0.03080935798060447,0.04445193870864683,0.1117105402533354,62.62109682049363,0.3150111022813961,0.5137979459420511,0.03346112710228422,3.205484859988919,7.176380436981083,0.3187719149805743,0.3847986792513606,0.0735394564253557,0.3224582555898253,0,0.0654550952239874,0.09418786750067687,4.516694900694121,0.05133018739805278,0.1317252773932794,0.06592937037063168,0.8195115700316022,0.004306773220214597,0.009497530580349314,0.04222571050040941,0.02736428978539203,0.03563999681161672,0.05697793707678166,0.03450639646128715,0.137480062493049,0.02469130225063346,0.02495579668539531,0.1734862649799775,2.706208422840939,0.08753355847528295,0.1652615120144688,0.02176298350785139,0.07456635766980398,0.01470713429542873,0.03193462309963094,0.1117683968212042,0.1474236370714603,0.04560358707505861,0.07796653258393997,0.05336575055906677,0.7163324815341097,0.06128017025039136,4.172020871729917,4.264929316161171,0.1274634576239873,0.1671724549728414,0.04333473140357505,0.06894279480307619,2.17358930215985,0.122082751148985,3.365017698140846,53.26782252716352,0.09982574404257,0.05591118866500935,0.1603449857997863,0.3486095079249926,0.01709113973563672,0.2489024992958634,0.2443467739362587,0.05062004646136774,0.06047223913295047,0.01456459158490006,0.023557391600326,0.05968597627156522,0.1052829598192478,0.01177955172598136,0.09509739037617158,0.0180484881600969,0.04141984463369089,0.03963774292396129,0.002684858394078195,0.07110007759308332,0.2511632149680321,0.08623057887383025,0.006221541247150163,0.05871606216022077,0.05822839501298133,4.926513447623999,3.501903312655676,4.993751139944904,6.077247966854354,0.0526999129770729,0.1938616121229456,1.005757349198544,1.873563485417199,0.4820955330938028,0.02204802144159131,0.06311559124732374,0
Fish & fruit processing,0.1835914805714389,0.005010770994974839,0.008479421757635877,0.00710217779203636,0.05314681525086992,0.02378305443186234,0.02370306492259094,0.08764416351992436,0.9468109591903963,39.27882998049795,2.103481887340639,0.6013962285555307,3.847105517201165,2.409076633736991,0.9518275446992244,0.6918250526950673,0.4659291209195303,1.823066633446495,0,0.0354576037778366,0.05040837366326285,0.01524958811443575,0.02711971514814054,0.08075258992368996,0.04575944163142387,0.23087774166423,0.002492092964233015,0.009130053070781552,0.02334431049298715,0.01613209643188178,0.0416770357704811,0.03263740164301752,0.02384974415775357,0.01810518871858231,0.013480431160053,0.01358033687714682,0.1020449408417353,1.735677348987764,0.05002937992087866,0.1554424651748869,0.01214513433950252,0.05666892164020302,0.008213355624361481,0.02260169650580696,0.07593288618303026,0.1390363004028204,0.01646841299762606,0.09006561691192894,0.03764562675578981,0.7354753434771036,0.05001881105975563,0.2627484896361122,2.189661866455328,0.1426895077981311,0.1513658735114116,0.1314778046135226,0.04606376209701379,0.7941385129848983,0.03390890924970707,2.636323411155063,21.46728902276242,0.08377239109389367,0.08628318589536772,0.184437886889683,0.3820104728054084,0.0208099569206161,0.5826183394474266,0.1329832163342681,0.05797099729111357,0.2278029072923003,0.0424273904901987,0.01682684640109458,0.04922328338196624,0.04620797431369786,0.01755146105923901,0.1244413179383089,0.03635100388484491,0.02195370241894893,0.04262067751312654,0.001871805144678854,0.05667518610991747,0.05034743805679971,0.04301803244346633,0.004769396000665622,0.1310726383569406,0.2019285564291702,1.956223048455025,2.501141951468121,1.96706025073805,3.523413069573216,0.08571299665452319,0.08880526042176445,0.2996901501376242,0.7444574410510046,0.3156381959631729,0.03640738852260254,0.05976794630473586,0
