,Households,NPISHs,Central government,Local government,Total,Gross fixed capital formation,Valuables,Change in inventories,Total,Non-resident households,"Rest of
UK
exports",Rest of world exports,Total,Total final use, Total use for industry output
Agriculture,644.3902489604329,0.03018582572862361,0,0.3232896310157398,644.7437244171773,46.87343368074333,0,8.432973213396235,55.30640689413956,36.18084246996308,278.3563670818168,72.90601922613237,387.4432287779123,1087.493360089229,1878.252528047222
Forestry planting,6.873538120288475,0.5039270406563455,0,0.471708955340077,7.849174116284898,5.55608881596703,0.0003148723818148413,5.151123214076821,10.70752690242567,7.019882208494828,2.74286503638467,1.076820986554689,10.83956823143419,29.39626925014475,109.71636136635
Forestry harvesting,13.13737557994704,0.1896464998170463,0.06299745300711031,0.445494456229576,13.83551398900077,0.6400339981051216,0,4.221691499484334,4.861725497589456,0.1611457642336148,47.10195551827198,6.648155057901953,53.91125634040755,72.60849582699777,196.9480684468247
Fishing,9.412334300808565,0.008797355522362113,0,0.27708949233934,9.698221148670267,0.14790703305285,0,-0.1098930832176637,0.03801394983518634,2.224685977273575,29.34338527182451,61.20041580522546,92.76848705432354,102.504722152829,213.690142863987
Aquaculture,11.45393831899917,0.01722188223013834,0,0.5424360300259454,12.01359623125525,0.02546380746771253,0,4.574018800848179,4.599482608315892,2.503891109200882,67.37762410821767,56.83170070966599,126.7132159270845,143.3262947666557,232.7775974395439
Coal & lignite,24.88008359082869,0.002609511230858392,0,0,24.88269310205955,0.6242994535402384,0,-2.28800130881396,-1.663701855273721,0.5031670540681255,133.1717972089367,3.776112987936102,137.4510772509409,160.6700684977267,240.0232833796142
"Oil & gas extraction, metal ores & other",11.28207802711947,0.001970374816061791,0,0,11.28404840193554,1.29335901712041,1.747998512962228e-06,-17.6105195534638,-16.31715878834488,0.8897194278629252,22.76798624330117,12.90544992465195,36.56315559581604,31.5300452094067,348.5329948425355
Mining Support,60.28797408037721,0.02554726347873881,0,0,60.31352134385595,20.66794631972045,0,0.4558004645051711,21.12374678422562,7.181617417590125,1185.383905735607,183.5568537758764,1376.122376929074,1457.559645057155,1736.817413883129
Meat processing,311.4939389105091,0.00688267072272181,0,0,311.5008215812318,0.6980445688009553,0,-0.1085783926629906,0.5894661761379647,9.533517840119643,431.5118963122571,36.25787849805684,477.3032926504336,789.3935804078034,970.8624085416712
Fish & fruit processing,137.2911658390221,0.003602287544970818,0,0,137.294768126567,1.779223455521493,0,-0.08415043674737774,1.695073018774115,3.404418552854082,439.2841741584198,175.2302450072341,617.9188377185079,756.9086788638491,856.4679702808731
"Dairy products, oils & fats processing",282.2602449005925,0.0005946187646772461,0,0,282.2608395193572,0.7373160947339271,0,-0.3103689764919332,0.4269471182419939,6.226492116185307,134.3165952433943,9.226689439515123,149.7697767990948,432.4575634366939,578.7442498941685
Grain milling & starch,13.30754012573987,0.000145321000572278,0,0,13.30768544674044,0.1344388399549286,0,0.001093979411339482,0.135532819366268,0.336875163821881,46.26984275971201,12.22726062329218,58.83397854682607,72.27719681293277,94.68236526574819
Bakery & farinaceous,235.913252762398,0.002005143954332194,0,0,235.9152579063524,0.6451666931523128,0,-2.142193196928849,-1.497026503776536,6.72105272414966,252.1955938419539,64.51409501028344,323.430741576387,557.8489729789628,659.03711217463
Other food,75.96395655049771,4.472036555635912e-05,0.03389257869415284,0,75.99789384955743,1.185790938286903,0,-0.9815439211250069,0.2042470171618965,1.863888635597383,166.7056039574218,53.08490706044032,221.6543996534595,297.8565405201788,348.8501978786596
Animal feeds,29.92603693382764,0.0002350894989074084,0,0,29.92627202332654,2.714872795768203,0,0.1033891565603006,2.818261952328503,0.287848732813124,81.33101849198317,22.99998085109456,104.6188480758909,137.3633820515459,194.8423837870485
Spirits & wines,259.8458807228899,0.003394254408853182,0,0,259.8492749772988,8.439705724254265,0,-0.3984116643611503,8.041294059893115,22.57391899579942,639.2035107543758,995.0085728998163,1656.786002649991,1924.676571687183,2171.69497452249
