,Households,NPISHs,Central government,Local government,Total,Gross fixed capital formation,Valuables,Change in inventories,Total,Non-resident households,"Rest of
UK
exports",Rest of world exports,Total,Total final use, Total use for industry output
Agriculture,602.2053091970763,0.02870949098361474,0,0.4009184852997169,602.6349371733596,49.56339532580188,0,7.351122664331522,56.9145179901334,35.6352804071555,278.5155968726087,71.29726393147983,385.448141211244,1044.997596374737,1808.976189603136
Forestry planting,6.754549581753666,0.4547935466236044,0,0.6188310263469962,7.828174154724267,5.770508136266997,0.0003599828065730629,1.049015494095257,6.819883613168828,7.327604891513242,2.8374736434159,1.180839445641185,11.34591798057033,25.99397574846342,111.6957723198264
Forestry harvesting,10.98862848554346,0,0,0,10.98862848554346,0.6736801317453509,0,11.33944680427198,12.01312693601734,0.1662826416257425,43.34431897712407,6.90527111034775,50.41587272909756,73.41762815065836,202.9649439805004
Fishing,8.037807452310936,0.0002561125147561702,0,0,8.038063564825693,0.1462722576271283,0,0.8630935694814547,1.009365827108583,2.200670306235126,25.7696688820973,59.50729506868763,87.47763425702006,96.52506364895433,209.8740921252995
Aquaculture,8.13906007445106,0.0005449995990438497,0,0,8.139605074050102,0.6681489262865353,0,7.520134160555112,8.188283086841647,2.482890992211543,51.66170705755717,58.60072094011246,112.7453189898812,129.0732071507729,213.2795897136864
Coal & lignite,29.74530733911753,0.002039974778859215,0,0,29.74734731389639,0.6472903693631942,0,-26.69212263059954,-26.04483226123634,0.4561330700307081,127.3506322102547,3.278132491563865,131.0848977718493,134.7874128245094,216.1264951578672
"Oil & gas extraction, metal ores & other",13.3679820980924,0.003342336106055359,0,0,13.37132443419845,1.723959473758999,0,0.5980717967522401,2.32203127051124,1.133543986621749,28.56050291911404,12.05969124618448,41.75373815192027,57.44709385662996,413.5842741967128
Mining Support,71.48131888740977,0.0366485672946165,0,0,71.51796745470439,33.88685581933322,0,-8.248355678794482,25.63850014053874,8.858459232510707,1035.265138954107,179.090082643526,1223.213680830143,1320.370148425386,1581.946884728964
Meat processing,328.5728301820175,0.008996263920352032,0,0,328.5818264459378,0.4994551603135012,0,-0.3978587631341627,0.1015963971793385,9.731028255628956,454.5036078685795,36.22318983709737,500.4578259613058,829.1412488044231,1016.594196036137
Fish & fruit processing,133.8032126730718,0.003187801147366879,0,0,133.8064004742191,1.121023962524509,0,-0.693067771346872,0.4279561911776371,3.425639870484523,424.5514450432044,181.5808094444437,609.5578943581326,743.7922510235294,840.4936180976323
